nohhold,nomem,weeknr,inkhh,inknorm,inkrond,finsitu,inkeven,inkaank,inksec,loan1,loan2,loan3,ink25a,ink25b,ink25c,ecsit,zinvol,opzij,hoevopzy,opzij12,spaarm01,spaarm02,spaarm03,spaarm04,spaarm05,spaarm06,spaarm07,spaarm08,spaarm09,spaarm10,spaarm11,spaarm12,spaarm13,spaarm14,spaarm15,spaarm16,spaar1,spaar2,spaar3,spaar4,spaar5,spaar6,beschryf,toek01,toek02,toek03,toek04,toek05,toek06,toek07,toek08,toek09,toek10,toek11,toek12,uitgeven,plannen,periode1,bijhoud,potjes,pin1,pin2,chip1,chip2,autom,foon,smart,intern,zon,her1,her2,her3,her4,baby,plan,uitspr,hhrela,beslis,geldh,geluk,kenltd,kenhh,kenink,kenopl,kenwerk,manuur,vrouwuur,kunde,advies,con01,con02,con03,con04,con05,con06,con07,con08,con09,con10,work01,work02,work03,work04,work05,work06,work07,work08,work09,jeugd1,jeugd2,jeugd3,jeugd4,jeugd5,jeugd6,jeugd1_x,jeugd2_x,jeugd3_x,jeugd4_x,jeugd5_x,jeugd6_x,toek01_x,toek02_x,toek03_x,toek04_x,toek05_x,toek06_x,toek07_x,toek08_x,toek09_x,toek10_x,toek11_x,toek12_x
82237,1,201208,4,2,4,4,2, , ,2,1,2,4,2, ,2,1,2, ,1,6,6,5,6,6,1,3,4,6,6,5,1,5,6,6,4,6,7,1,5,1,1,-7, , , , , , , , , , , , ,5,2,2,4,1,1,4,1,1,1,1,1,4,80,100,100,40,100,1,3,2,2,3,1,2,9,4,9,4,4,50,20,2,8,4,4,2,2,4,4,4,3,2,3, , , , , , , , , , , , , , , ,4,1,1,2,1,2,3,4,2,4,4,4,5,5,3,3,3,3
82268,1,201220,4,2,3,3,1,2, ,1,3,2,3,2, ,2,1,1,2,1,5,4,4,4,5,4,3,5,3,4,4,-7,7,7,5,5,4,3,2,4,4,4,2,4,4,4,4,4,4,4,4,4,3,3,4,4,5,3,3,2,1,3,1,3,1,4,1,4,85,25,5,0,85,1,1,3,2,3,1,2,10,4,9,4,4,40,25,2,8,3,4,2,2,4,4,2,4,1,3,1,3,3,2,4,6,4,2,5,1,2,2,2,2,2, , , , , , , , , , , , , , , , , , 
82347,1,201208,4,2,4,3,2, , ,-7,2,2,3,2, ,2,2,1,1,1,5,4,2,6,6,2,2,5,6,5,-7,-7,6,7,4,5,1,7,1,1,1,1,-7, , , , , , , , , , , , ,6,2,1,5,2,1,3,2, ,1,1,1,3,50,80,80,0,70,1,1,3, , , ,2,12,1,8,4,5,0,0,2,9,4,1,4,1,4,3,1,4,1,4, , , , , , , , , , , , , , , ,1,5,3,4,3,2,4,3,5,3,3,3,3,3,5,5,5,5
82682,1,201208,2,2,3,4,2, , ,-7,3,2,3,2, ,2,3,2, ,2,4,6,-7,-7,4,-7,3,-7,4,7,4,-7,5,7,7,-7,7,7,1,7,1,1,-7, , , , , , , , , , , , ,7,1,1,1,1,1,2,2, ,2,1,1,4,50,0,0,0,0,1,1,5, , , ,2,13,2,6,4,5,5,2,2,9,3,3,2,1,1,3,1,3,1,5, , , , , , , , , , , , , , , ,4,5,1,3,3,3,1,1,7,7,7,4,1,1,1,7,7,7
82843,1,201208,4,2,3,4,3, , ,1,2,2,4,2, ,3,2,1,1,1,-7,2,6,6,3,-7,-7,2,2,6,7,-7,4,7,6,6,6,6,1,7,1,1,1, , , , , , , , , , , , ,5,4,3,5,2,1,3,2, ,1,3,1,5,20,10,0,0,25,1,1,3,1,3,1,1,9,4,9,4,4,40,20,2,8,2,4,3,4,3,4,3,3,3,3,7,5,7,5,5,5,2,1,1, , , , , , ,1,2,4,2,3,3,5,6,2,2,2,2,6,6,5,5,4,2
82848,1,201208,3,2,1,1,1,2, ,2,2,2,2,2, ,2,2,2, ,4,6,6,6,6,6,1,1,6,6,6,6,1,6,6,6,6,7,4,1,7,1,1,-7, , , , , , , , , , , , ,4,4,1,5,1,1,2,1,2,3,3,1,5,20,0,0,0,50,1,1,2,1,3,1,3,7,4,8,5,4,40,20,2,1,3,1,3,1,5,5,1,3,1,4,7,6,6,7,6,3,6,7,3, , , , , , ,1,3,3,3,1,2,6,5,5,6,6,4,7,4,4,4,4,4
82848,2,201208,3,2,1,1,1,2, ,2,1,2,2,2, ,2,2,2, ,4,6,6,6,6,7,1,1,6,6,7,6,1,6,7,6,7,7,4,1,7,1,1,-7, , , , , , , , , , , , ,5,4,1,5,1,1,2,1,2,3,3,1,5,10,0,0,0,50,1,1,2,1,3,1,3,7,4,8,5,4,40,20,3,1,5,1,4,1,5,5,1,4,1,5, , , , , , , , , , , , , , , ,1,3,3,4,1,2,7,6,3,7,5,3,7,4,1,3,4,4
82905,2,201228,4,2,3,3,2, , ,2,3,2,3,1,3,3,-9,2, ,-9,5,5,5,5,7,4,4,5,5,6,6,3,6,7,5,6,7,7,1,7,4,1,-7, , , , , , , , , , , , ,5,2,3,5,2,1,3,1,1,1,2,1,4,30,20,5,2,30,1,1,3,2, , ,2,6,4,-9,4,4,40,15,3,8,5,1,5,1,5,5,1,5,1,5, , , , , , , , , , , , , , , ,1,2,2,4,3,4,4,5,3,6,5,3,6,4,4,4,6,6
83011,1,201220,-9, ,3,3,2, , ,-7,3,2,3,2, ,-9,2,1,-9,-9,1,4,4,7,7,1,1,5,1,4,4,1,1,4,1,1, , , , , , , , , , , , , , , , , , , ,4,4,3,3,2,1,4,2, ,3,1,1,5,50,50,0,0,50,2, , , , , ,1,8,2,-9,6,4,40,32,2,9,3,1,1,1,5,3,1,5,3,5, , , , , , , , , , , , , , , ,1,5,5,2,4,3,4,4,4,4,4,4,4,4,4,4,4,4
83061,1,201208,4,2,4,4,3, , ,2,1,2,4,2, ,3,1,1,2,1,6,6,5,6,7,1,5,6,6,6,6,-7,6,7,6,6,5,5,1,5,4,5,2, , , , , , , , , , , , ,6,1,3,4,1,1,4,2, ,1,1,1,4,75,100,100,25,100,1,3,3,2,4,1,2,10,2,8,4,4,40,20,3,3,4,2,2,5,4,4,2,4,2,4, , , , , , , , , , , , , , , ,1,2,3,3,1,1,4,3,5,2,3,2,5,4,2,6,4,3
83115,1,201208,4,2,4,4,1,1,3,2,3,2,3,2, ,2,2,2, ,3,3,1,-7,2,1,-7,4,3,3,2,3,-7,3,1,2,3,5,6,1,7,4,1,3, , , , , , , , , , , , ,6,2,3,5,1,1,3,1,1,1,1,1,2,70,100,100,0,100,1,2,2,2,3,1,1,7,4,11,6,4,40,30,2,8,4,2,3,1,4,4,1,4,1,5, , , , , , , , , , , , , , , ,3,2,4,2,3,3,5,5,6,2,6,5,5,5,2,5,2,6
83399,1,201208,-9, ,3,2,1,2, ,2,3,2,3,2, ,3,2,2, ,3,7,7,6,6,6,5,5,7,6,7,6,5,6,6,6,6, , , , , , , , , , , , , , , , , , , ,5,4,2,4,2,1,4,2, ,1,1,1,3,40,70,40,20,89,1,1,2,1,3,8,2,6,3,-9,6,1,30,20,3,6,2,2,2,1,4,4,1,4,1,3,3,4,7,5,5,5,3,2,2, , , , , , ,4,5,1,1,3,4,5,5,5,4,4,4,5,4,4,4,3,4
83438,1,201208,4,2,4,4,2, , ,-7,2,2,3,2, ,2,1,1,2,1,5,7,7,5,7,-7,2,6,5,7,7,-7,5,7,6,4,6,2,1,7,5,4,2, , , , , , , , , , , , ,6,5,3,4,2,1,3,2, ,1,1,1,4,40,85,20,0,100,1,3,2,2,2,1,2,10,3,6,3,4,36,15,2,1,2,1,2,1,4,5,1,4,1,5,5,5,6,6,6,4,3,6,6, , , , , , ,3,4,2,4,1,1,6,6,3,2,5,4,6,6,2,4,4,2
83438,2,201208,4,2,4,4,2, , ,-7,2,2,4,2, ,2,1,1,3,1,4,5,6,6,7,2,3,5,3,6,7,-7,6,7,6,4,7,6,1,7,2,1,3, , , , , , , , , , , , ,5,4,3,5,2,1,4,2, ,3,1,1,4,33,60,40,0,100,1,1,3,2,4,1,2,10,3,7,3,4,40,16,2,1,3,1,2,1,4,5,2,4,1,4, , , , , , , , , , , , , , , ,1,2,2,3,3,2,6,6,3,2,3,3,7,7,1,2,1,3
83498,1,201208,3,2,3,2,1,1,2,2,2,2,3,2, ,4,1,2, ,3,4,6,6,5,7,6,5,6,5,5,6,1,5,6,6,5,6,5,1,5,2,2,3, , , , , , , , , , , , ,6,5,3,4,1,1,3,1,1,3,1,1,5,50,90,0,0,80,1,3,3,1,4,1,2,12,3,-9,6,4,45,25,2,6,3,3,3,1,3,3,4,2,1,3, , , , , , , , , , , , , , , ,2,4,2,3,4,4,5,5,3,3,4,4,5,5,4,5,2,2
83629,1,201208,3,2,2,2,2, , ,-7,2,2,1,2, ,1,-9,2, ,4,6,-7,-7,7,7,-7,-7,-7,-7,7,-7,-7,7,7,5,7,7,7,7,7,3,1,-7, , , , , , , , , , , , ,5,5,3,3,1,1,4,1,1,3,1,1,4,30,80,0,0,100,1,1,2,1,3,1,3,10,2,-9,6,4,32,0,1,1,3,3,1,2,4,4,3,4,2,4, , , , , , , , , , , , , , , ,4,5,2,2,4,4,4,4,5,5,6,4,7,5,2,4,5,5
83629,2,201208,3,2,2,2,2, , ,-7,2,2,2,2, ,2,-9,2, ,4,6,-7,6,6,6,-7,-7,6,6,7,-7,-7,6,7,5,6,7,7,2,7,3,3,-7, , , , , , , , , , , , ,5,4,2,1,1,1,3,1,1,2,1,1,1,20,90,0,0,75,1,1,2,1,3,1,3,10,2,-9,5,4,0,15,1,1,2,3,1,4,2,3,2,4,4,3, , , , , , , , , , , , , , , ,4,5,4,2,3,4,3,2,6,5,4,2,5,4,6,5,4,4
83629,3,201208, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,6,6,2,7,3,2,-7, , , , , , , , , , , , ,7,1,4,5,1,1,3,1,1,3,2,3,4,40,100,25,0,90,2, , ,2, , ,2,5,2,-9,6,4,36,36,3,1,5,1,4,1,5,5,1,5,1,5,5,5,7,7,6,6,2,5,7, , , , , , ,1,4,4,3,4,2,5,5,3,2,6,3,6,6,2,2,3,3
83681,1,201208,4,2,3,2,2, , ,-7,2,2,4,2, ,4,1,1,2,2,-7,-7,6,6,5,3,5,6,-7,6,5,5,-7,6,5,5,5,3,2,5,3,3,2, , , , , , , , , , , , ,4,4,3,3,1,1,3,1,2,1,1,1,4,20,95,5,1,75,2, , , , , ,2,8,3,10,6,4,40,32,2,8,2,1,3,2,4,4,1,4,2,4,6,5,5,6,5,5,4,5,5, , , , , , ,1,2,2,4,2,3,5,4,4,5,5,5,5,4,4,3,3,3
83824,1,201208,3,2,2,4,1,2, ,1,3,2,3,2, ,3,3,2, ,4,1,1,5,5,-7,1,1,4,1,6,6,1,1,7,5,6,1,6,6,6,1,1,1, , , , , , , , , , , , ,5,6,1,5,1,1,4,2, ,3,1,1,4,50,0,0,0,0,2, , ,2, , ,1,10,3,7,1,4,32,40,3,4,5,1,5,1,5,5,1,5,1,5, , , , , , , , , , , , , , , ,4,5,1,4,1,2,7,7,1,1,1,1,1,1,1,1,1,1
83824,2,201208, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,6,7,1,7,1,1,1, , , , , , , , , , , , ,4,5,1,5,1,1,2,2, ,3,1,1,4,50,0,0,0,100,2, , ,2, , ,1,10,2,3,1,5,32,40,2,4,2,5,4,2,4,4,1,3,5,1, , , , , , , , , , , , , , , ,4,5,1,4,1,3,5,1,7,1,7,1,1,1,1,1,1,1
83858,2,201208,2,2,4,4,2, , ,-7,2,2,3,2, ,2,1,1,1,1,3,-7,6,6,6,5,-7,6,3,6,6,-7,4,7,6,6,7,7,2,7,2,2,-7, , , , , , , , , , , , ,5,3,2,3,4,1,4,1,2,1,1,1,5,60,0,0,0,100,1,1,2,1,2,1,1,6,3,5,6,3,48,32,2,1,2,5,3,1,4,4,5,4,3,4,7,7,6,7,5,2,3,7,4, , , , , , ,3,4,3,2,3,2,5,5,2,2,3,4,5,2,2,2,2,2
83902,2,201208,4,2,3,3,1,1,2,2,2,2,3,2, ,3,1,2, ,1,2,6,5,6,6,5,5,7,2,6,4,1,6,6,6,5,7,5,2,6,4,2,2, , , , , , , , , , , , ,4,3,3,3,1,1,4,1,2,3,1,1,5,55,75,20,1,90,1,1,3,1,3,1,1,7,4,7,5,4,40,18,2,6,4,3,4,2,4,4,2,3,1,4,5,5,5,5,5,6,6,6,4, , , , , , ,4,5,1,2,3,3,3,3,5,3,5,3,5,3,5,5,3,5
84208,2,201208,5,2,4,4,3, , ,-7,1,2,4,1,4,4,1,1,4,1,3,7,7,7,7,7,6,7,4,7,7,3,4,7,7,7,4,1,1,4,4,5,4,4,4,2,2,2,2,2,2,2,2,2,2,7,1,3,5,4,1,4,1,1,1,1,4,5,50,100,25,10,95,1,1,5,1,3,1,1,7,3,9,6,4,40,24,3,9,4,2,2,2,4,5,2,5,1,4,5,2,7,6,6,7,1,3,5,1,2,4,2,3,2, , , , , , , , , , , , , , , , , , 
84355,1,201208,6,2,3,3,2, , ,1,1,2,3,2, ,3,1,1,2,1,5,5,5,5,5,4,4,5,4,5,4,6,6,6,5,5,4,1,5,4,5,5,2, , , , , , , , , , , , ,5,5,1,1,2,1,3,2, ,1,1,1,3,65,65,35,15,75,1,3,3,1,3,1,1,8,4,11,6,4,45,30,3,6,1,3,3,1,2,3,2,4,2,4,7,7,5,5,5,6,3,6,6, , , , , , ,1,4,3,3,1,1,4,3,4,4,4,4,4,4,4,4,4,4
84368,1,201208,6,2,3,3,2, , ,2,3,2,3,2, ,3,1,2, ,3,4,4,3,6,6,3,2,1,3,6,4,1,1,6,4,2,6,4,4,7,5,3,2,5,4,6,2,6,2,7,1,2,2,2,2,4,2,3,3,1,1,4,2, ,1,1,1,2,50,70,30,0,90,1,3,3,2,3,1,2,10,4,-9,6,4,40,20,2,3,1,2,3,1,3,5,1,5,2,4,5,5,7,7,7,5,2,5,4, , , , , , ,1,2,4,1,3,3, , , , , , , , , , , , 
84485,1,201208,5,2,3,2,1,1,2,1,1,2,4,2, ,4,1,2, ,1,7,7,7,6,5,5,3,6,7,6,7,1,4,7,5,5,7,5,1,7,1,3,4,4,2,5,2,2,2,3,3,5,6,7,6,5,3,3,3,1,1,4,1,2,1,1,1,5,10,100,100,0,100,1,3,2,1,4,1,3,6,3,10,6,4,40,24,3,1,3,4,3,3,4,5,2,4,2,3,6,5,6,7,6,4,3,5,4,1,4,2,2,3,3, , , , , , , , , , , , , , , , , , 
84548,1,201208,4,2,2,3,2, , ,2,3,2,3,2, ,3,2,2, ,2,4,5,-7,6,6,-7,-7,4,5,5,5,-7,5,7,6,-7,6,7,1,7,3,1,1, , , , , , , , , , , , ,7,4,2,5,2,1,2,2, ,3,1,1,5,50,20,0,0,100,1,1,3, , , ,1,13,1,4,6,5,0,0,3,1,4,1,1,1,4,4,1,4,1,4, , , , , , , , , , , , , , , ,4,5,1,4,3,1,5,4,3,2,4,4,4,4,2,3,1,2
84550,1,201208,4,2,3,3,2, , ,2,3,2,3,2, ,2,3,2, ,3,-7,6,-7,-7,-7,-7,-7,-7,1,-7,-7,-7,-7,5,-7,-7,5,7,3,4,4,2,-7, , , , , , , , , , , , ,6,1,4,5,1,1,4,2, ,1,1,1,4,50,100,100,0,100,1,1,3,3,3,1,2,11,4,7,2,4,40,16,1,9,5,3,3,1,3,4,3,3,3,4, , , , , , , , , , , , , , , ,4,5,1,4,4,4,4,4,4,4,3,2,1,1,1,1,1,1
84582,1,201241,4,2,3,3,1,2, ,2,2,2,4,2, ,2,1,1,1,1,7,7,4,5,7,5,3,7,7,5,4,2,7,7,6,6,7,2,1,7,2,1,1, , , , , , , , , , , , ,5,4,3,4,2,1,4,2, ,1,1,4,4,60,30,10,5,50,1,1,2,1,1,1,2,6,4,-9,2,4,40,20,2,6,3,3,1,1,4,5,4,4,1,3,7,7,7,5,7,1,1,6,7, , , , , , ,1,2,5,3,2,2,7,6,4,7,7,4,7,2,2,2,2,4
84582,2,201241,4,2,3,4,1,2, ,2,2,2,4,2, ,4,1,2, ,1,7,7,3,6,6,5,2,7,7,5,4,2,7,7,5,6,7,7,2,6,2,2,1, , , , , , , , , , , , ,5,5,3,5,2,1,4,2, ,1,1,1,5,10,20,5,1,80,1,1,2,1,5,1,2,6,4,-9,2,4,40,20,4,6,5,1,3,1,4,5,1,4,1,4,7,7,6,6,6,1,4,7,5, , , , , , ,1,2,5,3,4,3,7,2,2,7,7,2,7,2,2,2,2,2
84635,1,201208,4,2,3,3,2, , ,1,2,2,3,2, ,2,3,2, ,2,6,6,4,4,6,4,3,4,6,6,4,1,6,6,6,6,6,6,4,5,4,2,3, , , , , , , , , , , , ,3,4,1,4,1,1,4,2, ,1,1,1,5,50,50,0,0,75,1,1,3,1,3,1,2,11,2,6,2,5,0,0,2,8,3,4,2,1,4,4,3,4,2,4,6,6,6,6,6,2,2,6,2, , , , , , ,3,5,1,2,2,2,4,4,4,4,4,4,4,4,4,4,4,4
84635,2,201208,4,2,3,3,2, , ,1,2,2,3,2, ,2,2,2, ,2,6,6,4,4,6,3,4,7,6,6,4,1,6,6,6,4,6,6,4,4,5,3,3, , , , , , , , , , , , ,3,5,1,3,1,1,3,2, ,1,1,1,3,50,50,15,0,50,1,1,3,2,3,1,2,11,2,7,2,5,0,0,2,8,2,2,3,4,4,3,2,4,2,3,6,6,6,6,6,1,5,6,5, , , , , , ,4,5,1,2,2,3,5,4,4,4,4,3,5,4,4,5,5,5
84835,1,201220,1,2,3,3,2, , ,-7,3,2,2,2, ,2,3,2, ,2,1,1,7,7,7,6,4,7,1,7,7,3,3,7,7,7, , , , , , , , , , , , , , , , , , , ,4,4,3,3,1,1,1,2, ,2,1,1,1,50,0,0,0,0,2, , , , , ,2,10,4,8,6,4,40,20,1,1,1,3,3,3,3,3,3,3,2,4,6,6,6,6,6,5,4,6,6, , , , , , ,1,5,1,2,3,1,2,1,4,4,4,3,5,4,4,4,4,4
84887,1,201220,4,2,3,2,1,2, ,2,2,2,2,2, ,2,3,2, ,3,2,5,5,5,4,1,1,2,2,5,3,1,2,5,5,2,1,1,1,7,1,1,-7,2,2,5,5,6,1,3,2,3,2,5,5,2,6,2,2,1,1,3,1,2,1,1,1,4,70,20,1,0,95,1,1,3, , , ,2,8,4,9,4,4,38,25,1,9,4,2,3,1,4,4,2,3,2,4, , , , , , , , , ,4,5,2,3,3,2, , , , , , , , , , , , , , , , , , 
84887,2,201220,4,2,3,3,2, , ,2,2,2,3,2, ,3,3,2, ,4,4,2,2,2,5,2,1,2,2,4,2,1,2,4,4,2,1,1,1,7,1,1,-7,2,1,6,4,6,2,4,3,5,5,5,5,5,3,3,2,1,1,2,1,2,1,1,1,5,80,40,10,0,90,1,1,3, , , ,2,8,4,8,4,4,38,24,3,6,4,4,2,4,4,5,1,4,1,4, , , , , , , , , ,4,5,4,1,2,3, , , , , , , , , , , , , , , , , , 
84945,1,201208,4,2,3,4,2, , ,1,2,2,3,2, ,3,3,2, ,3,1,7,7,7,1,-7,1,1,1,5,1,1,1,1,1,4,7,4,1,7,1,1,3, , , , , , , , , , , , ,4,6,3,3,1,1,2,2, ,3,1,1,2,50,0,0,0,20,1,1,5,2,3,1,1,9,2,-9,5,4,40,20,2,1,1,3,1,2,1,4,2,4,3,3,7,7,6,7,4,6,5,1,1, , , , , , ,1,5,3,4,4,3,1,1,6,4,4,1,7,4,2,5,2,2
84959,1,201208,5,2,4,5,1,1,3,2,1,2,4,2, ,3,1,1,3,1,-7,6,5,6,7,-7,-7,7,7,7,4,-7,5,7,5,5,7,6,1,6,3,4,3, , , , , , , , , , , , ,6,2,2,4,1,1,4,1,2,1,1,1,5,60,80,70,30,98,1,3,2,1,3,1,2,7,3,9,6,4,38,24,3,8,5,2,2,1,5,5,2,4,1,4,7,5,5,6,4,5,2,6,6, , , , , , ,1,2,3,1,1,2,7,5,2,2,2,6,6,6,2,2,2,2
84959,2,201208,5,2,4,5,1,1,3,2,1,2,4,2, ,3,1,1,3,1,5,6,5,7,7,-7,-7,7,6,7,7,-7,5,7,6,3,5,6,1,5,1,5,3, , , , , , , , , , , , ,5,2,2,4,1,1,4,1,2,1,1,1,5,50,80,65,25,95,1,3,2,2,3,1,2,9,3,9,6,4,32,24,2,8,5,3,4,1,4,5,3,4,1,4,7,2,7,6,4,7,1,1,6, , , , , , ,3,3,2,2,2,1,7,7,5,1,1,7,7,4,1,1,1,1
85043,2,201208,6,2,4,5,3, , ,-7,1,2,4,2, ,4,1,1,3,1,5,6,7,6,6,6,5,6,5,6,6,4,5,6,6,6,3,2,2,4,5,5,3, , , , , , , , , , , , ,6,2,4,3,1,1,4,1,1,3,1,1,5,15,90,50,5,100,1,3,3,2,3,1,2,7,4,11,7,4,40,24,3,6,3,2,3,2,4,4,2,3,2,4,6,6,6,6,6,5,4,6,6, , , , , , ,1,3,4,2,1,1,5,5,3,4,5,5,3,4,4,4,4,4
85049,1,201208,4,2,4,4,3, , ,-7,1,2,4,2, ,2,1,1,3,1,-7,-7,7,7,7,4,2,7,2,7,7,1,-7,7,7,7,7,7,1,7,1,1,2, , , , , , , , , , , , ,6,1,4,5,1,1,3,2, ,1,1,1,4,40,100,80,0,100,2, , , , , ,1,10,2,10,6,4,36,28,2,5,3,2,4,5,4,4,1,4,1,5,7,6,7,7,7,7,1,6,5, , , , , , ,4,1,1,3,3,2,6,6,1,6,4,5,7,6,2,2,2,2
85060,1,201208,3,2,3,4,2, , ,-7,3,2,3,2, ,2,1,1,2,1,4,6,6,5,3,2,2,6,6,6,6,2,6,7,6,6,4,6,5,6,2,1,1, , , , , , , , , , , , ,4,2,3,4,2,1,4,2, ,3,1,1,3,50,20,0,0,50,1,1,3, , , ,2,11,2,7,6,4,32,32,3,1,3,3,4,1,4,4,2,2,2,3,6,6,6,6,5,6,6,6,4, , , , , , ,1,2,4,3,2,2,4,4,4,6,6,2,6,4,2,4,3,4
85061,1,201208,4,2,3,3,2, , ,1,2,2,3,2, ,2,2,2, ,3,7,7,4,6,6,3,2,3,7,6,3,1,4,7,4,3,7,7,1,6,2,1,-7, , , , , , , , , , , , ,4,2,4,3,1,1,4,1,2,3,1,1,5,20,100,50,0,100,1,1,2,2,3,1,2,8,4,-9,5,4,36,24,2,1,4,2,2,2,3,3,2,3,2,4,7,7,4,6,3,1,4,7,1, , , , , , ,1,5,4,4,1,3,3,3,4,1,6,2,4,4,2,4,4,4
85151,1,201208,5,2,4,4,3, , ,2,2,2,3,2, ,2,3,1,3,3,2,5,1,5,5,1,1,5,3,5,5,2,5,6,5,4,5,3,2,5,5,4,2, , , , , , , , , , , , ,5,3,3,3,1,1,4,1,2,3,1,1,5,65,100,99,1,100,1,3,2,3,4,1,3,11,2,10,7,5,0,0,2,8,4,2,3,2,4,4,2,4,1,4, , , , , , , , , , , , , , , ,1,4,4,4,4,2,6,5,2,4,5,5,5,4,2,2,2,3
85152,1,201208,4,2,3,3,2, , ,1,1,2,3,2, ,3,1,1,1,1,-7,-7,3,7,7,3,2,4,1,7,3,2,-7,7,7,5,7,4,1,4,1,2,-7, , , , , , , , , , , , ,7,2,2,4,1,1,4,1,1,1,1,1,5,50,80,20,0,95,2, , ,1,3,3,3,5,2,7,7,4,40,36,3,6,3,4,2,1,4,4,2,4,2,3,4,4,7,5,7,2,1,6,2, , , , , , ,1,3,4,4,1,1,6,6,2,4,6,5,7,5,2,3,3,3
85225,2,201241,5,2,2,2,1,2, ,2,2,2,2,2, ,1,4,2, ,3,4,7,7,7,7,7,4,7,5,7,7,1,6,7,6,6,7,7,1,7,1,1,1, , , , , , , , , , , , ,1,2,4,5,1,1,4,2, ,1,1,1,5,5,70,0,0,60,1,1,5,1,3,1,2,9,2,9,6,4,40,30,1,6,4,2,1,1,3,4,2,5,1,4,7,7,7,7,6,1,1,7,4, , , , , , ,1,1,3,4,1,1,6,6,2,4,6,4,5,6,2,3,2,2
85420,1,201208,2,2,3,3,2, , ,-7,3,2,3,2, ,2,3,2, ,4,4,6,2,4,7,2,4,4,3,6,5,1,5,7,4,4,7,7,1,6,2,1,-7, , , , , , , , , , , , ,4,2,2,4,1,1,2,2, ,1,1,1,4,30,0,0,0,15,1,1,5,1,3,1,2,11,2,6,4,5,0,0,2,6,5,3,1,1,4,5,1,5,1,3, , , , , , , , , , , , , , , ,1,4,5,4,2,1,5,6,2,4,6,4,4,5,4,4,4,5
85420,2,201208,2,2,3,3,2, , ,-7,3,2,3,2, ,1,2,2, ,3,2,7,3,4,7,-7,4,-7,2,7,4,-7,7,7,5,4,5,7,1,5,4,1,-7, , , , , , , , , , , , ,5,4,3,5,1,1,1,2, ,1,1,1,5,40,0,0,0,10,1,1,5,1,3,1,2,11,2,5,3,5,0,0,3,6,4,2,1,1,2,4,3,3,2,5, , , , , , , , , , , , , , , ,1,5,2,4,1,2,4,4,4,4,4,4,5,6,4,4,4,4
85463,1,201208,3,2,3,4,2, , ,-7,4,2,3,2, ,3,2,1,2,1,-7,-7,3,5,5,5,5,5,-7,5,3,3,4,6,6,6,3,6,3,5,3,3,2, , , , , , , , , , , , ,5,6,3,4,2,1,4,1,2,1,1,1,5,0,15,5,2,80,2, , , , , ,2,4,2,7,7,4,36,32,2,8,4,3,3,2,3,4,2,4,2,4,5,5,5,5,5,5,4,5,5, , , , , , ,3,3,2,2,2,1,5,4,4,5,5,4,5,4,4,4,4,4
85528,2,201208,4,2,4,4,3, , ,-7,2,2,4,2, ,2,1,1,3,1,4,5,6,5,6,4,3,5,4,6,6,2,2,6,5,5,6,3,1,6,2,2,3, , , , , , , , , , , , ,5,3,3,3,1,1,4,2, ,1,1,1,5,80,70,10,0,80,1,1,3,2,3,1,2,11,2,8,4,5,0,15,2,6,4,2,3,2,3,4,2,3,2,4,4,5,4,5,4,5,4,5,2, , , , , , ,4,4,1,4,3,3,3,3,4,2,5,4,5,4,4,4,5,4
85535,1,201220,1,2,1,2,1,2, ,2,2,2,1,2, ,1,2,2, ,3,7,7,7,7,7,5,5,6,7,7,7,7,7,7,4,6, , , , , , , ,1,1,4,4,6,1,1,5,3,3,4,4,1,6,3,2,3,1,3,2, ,1,1,1,4,75,25,0,0,25,1,3,2, , , ,2,7,3,8,5,4,40,30,1,9,1,4,1,2,2,2,3,3,3,1, , , , , , , , , ,4,5,1,2,3,1, , , , , , , , , , , , , , , , , , 
85535,2,201220,1,1,1,2,1,2, ,2,5,2,1,2, ,3,2,2, ,4,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7, , , , , , , ,1,1,1,1,1,1,1,1,1,1,1,1,7,1,5,1,2,1,1,2, ,3,1,1,1,50,0,0,0,0,2, , , , , ,1,2,3,7,4,5,0,0,1,1,5,1,5,1,5,5,1,5,1,5, , , , , , , , , ,4,5,1,4,4,1, , , , , , , , , , , , , , , , , , 
85535,3,201220,2,1,3,4,1,2, ,-7,3,2,3,2, ,3,2,1,2,1,5,7,7,4,5,6,5,7,6,5,6,7,7,6,7,7,4,3,1,2,1,1,2,5,3,5,4,2,1,3,3,2,4,4,4,2,6,1,3,3,1,3,2, ,1,1,1,4,20,5,0,0,100,2, , , , , ,2,2,4,4,4,4,40,40,2,1,2,5,1,1,3,3,4,4,4,4, , , , , , , , , ,1,4,3,3,2,1, , , , , , , , , , , , , , , , , , 
85631,1,201208,-9, ,3,4,2, , ,2,3,1,3,1,3,4,2,1,2,1,3,4,6,5,6,4,5,7,5,5,7,2,4,6,5,3, , , , , , , , , , , , , , , , , , , ,3,6,3,2,2,1,4,2, ,3,1,1,4,60,80,70,0,50,1,1,3,2,4,7,2,6,2,-9,5,4,36,20,1,6,2,4,3,1,4,4,1,2,4,4,6,6,6,6,6,2,5,6,2, , , , , , ,1,4,4,2,2,3,3,4,5,5,5,2,5,5,5,5,5,2
