nohhold,nomem,weeknr,inkhh,inknorm,inkrond,finsitu,inkeven,inkaank,inksec,loan1,loan2,loan3,ink25a,ink25b,ink25c,ecsit,zinvol,opzij,hoevopzy,opzij12,spaarm01,spaarm02,spaarm03,spaarm04,spaarm05,spaarm06,spaarm07,spaarm08,spaarm09,spaarm10,spaarm11,spaarm12,spaarm13,spaarm14,spaarm15,spaarm16,spaar1,spaar2,spaar3,spaar4,spaar5,spaar6,beschryf,toek01,toek02,toek03,toek04,toek05,toek06,toek07,toek08,toek09,toek10,toek11,toek12,uitgeven,plannen,periode1,bijhoud,potjes,pin1,pin2,chip1,chip2,autom,foon,smart,intern,zon,her1,her2,her3,her4,baby,plan,uitspr,hhrela,beslis,geldh,geluk,kenltd,kenhh,kenink,kenopl,kenwerk,manuur,vrouwuur,kunde,advies,con01,con02,con03,con04,con05,con06,con07,con08,con09,con10,work01,work02,work03,work04,work05,work06,work07,work08,work09,jeugd1,jeugd2,jeugd3,jeugd4,jeugd5,jeugd6,jeugd1_x,jeugd2_x,jeugd3_x,jeugd4_x,jeugd5_x,jeugd6_x,toek01_x,toek02_x,toek03_x,toek04_x,toek05_x,toek06_x,toek07_x,toek08_x,toek09_x,toek10_x,toek11_x,toek12_x
79610,1,201208,5,2,3,3,2, , ,2,2,2,3,2, ,2,2,2, ,2,4,5,-7,5,5,-7,-7,5,5,5,-7,-7,5,6,5,5,1,7,1,7,1,1,1, , , , , , , , , , , , ,4,3,3,4,1,1,3,1,2,3,1,1,4,80,100,100,0,100,1,1,3,2,3,1,2,12,2,10,6,5,0,0,3,2,3,3,3,2,3,3,3,3,3,3, , , , , , , , , , , , , , , ,1,3,1,4,1,2,4,4,4,4,4,4,1,1,1,1,1,1
79646,1,201208,6,2,5,5,3, , ,-7,1,2,5,2, ,4,1,1,-9,1,1,6,6,6,4,7,5,5,1,7,5,5,6,6,4,5,6,5,5,6,3,4,3, , , , , , , , , , , , ,7,1,2,3,1,1,3,1,1,1,1,1,5,50,40,5,1,50,2, , ,1,3,2,2,6,2,11,7,4,36,36,3,1,5,2,2,1,3,4,2,4,2,4,3,5,7,6,7,7,2,5,6, , , , , , ,1,5,4,4,2,2,3,2,6,5,4,6,7,4,4,4,5,4
79747,1,201241,4,2,3,4,3, , ,2,3,2,3,2, ,2,1,1,3,1,-7,-7,3,7,7,7,4,7,-7,7,3,-7,-7,7,7,4,7,7,1,7,1,1,2,2,2,6,4,6,3,6,6,4,4,4,4,6,5,3,3,2,1,4,1,3,1,1,4,4,10,10,0,0,10,2, , , , , ,1,5,3,-9,5,4,38,25,2,1,4,3,3,1,4,3,4,2,2,3, , , , , , , , , ,1,4,2,2,1,3, , , , , , , , , , , , , , , , , , 
79777,1,201208,4,2,4,4,1,1,3,-7,2,2,4,2, ,2,1,1,2,1,1,5,1,7,7,1,1,7,1,7,-7,-7,7,7,7,-7,1,7,1,1,1,1,-7, , , , , , , , , , , , ,6,2,3,1,1,1,4,1,1,1,1,1,5,50,100,75,0,100,1,1,3, , , ,3,11,1,-9,3,5,0,16,1,9,1,4,1,3,1,3,5,3,5,1, , , , , , , , , , , , , , , ,1,4,1,3,1,1,4,1,1,1,1,4,1,1,1,1,1,1
79789,1,201220,4,2,3,2,1,2, ,-7,4,2,3,2, ,2,1,2, ,3,1,2,6,7,6,3,5,5,1,7,6,1,4,7,4,4,7,7,2,6,4,2,1, , , , , , , , , , , , ,5,3,2,1,1,1,3,1,2,3,1,1,4,60,80,10,1,100,1,3,3, , , ,2,10,3,8,4,4,36,12,2,6,3,4,1,5,4,4,3,3,2,4, , , , , , , , , , , , , , , ,4,5,1,4,1,1,5,4,1,7,6,5,6,6,3,4,3,3
79834,2,201208,4,2,4,4,2, , ,2,2,2,3,2, ,3,2,1,2,1,3,3,3,6,6,4,5,7,5,6,4,5,4,6,6,6,5,3,3,5,5,5,2, , , , , , , , , , , , ,5,5,2,2,2,1,4,1,2,1,1,1,4,60,80,60,60,100,2, , ,1,4,2,2,5,2,8,6,4,40,38,2,1,4,3,2,2,3,4,2,3,2,3,5,5,5,5,5,6,5,5,3, , , , , , ,1,2,4,3,2,4,3,4,5,4,4,4,6,4,2,5,5,5
79913,1,201208,4,2,3,2,2, , ,2,3,2,3,2, ,2,3,1,1,3,5,6,4,5,1,1,1,1,4,4,4,1,5,5,5,5,1,1,1,1,1,1,-7,1,1,1,1,1,1,1,1,1,1,5,4,5,3,3,4,1,1,4,2, ,3,1,1,1,50,0,0,0,0,1,1,5,1,5,1,1,11,6,8,2,4,40,15,2,2,1,1,1,1,1,4,1,4,1,4, , , , , , , , , ,4,1,4,1,2,2, , , , , , , , , , , , , , , , , , 
79960,1,201208,4,2,2,3,1,2, ,1,4,2,2,2, ,4,2,1,1,1,4,6,4,5,5,2,2,5,3,6,4,1,6,6,6,3,7,7,1,7,4,3,1, , , , , , , , , , , , ,2,6,2,1,1,1,3,2, ,1,1,1,5,50,25,1,1,25,1,1,3,1, , ,2,5,4,9,5,4,36,28,1,1,2,3,1,3,2,4,2,2,2,4,7,7,5,7,6,1,3,7,1, , , , , , ,3,2,2,1,2,2,1,1,7,4,5,1,4,2,4,4,4,4
80166,2,201208,4,2,3,3,2, , ,-7,-9,2,3,2, ,3,2,1,1,2,2,3,3,5,6,3,1,6,2,7,4,2,3,6,5,5,6,7,1,7,1,1,1, , , , , , , , , , , , ,4,3,2,1,1,1,4,2, ,1,2,1,4,40,90,0,0,90,1,1,3,1,3,1,1,9,2,6,2,4,40,12,2,6,4,2,1,1,5,5,2,2,1,4,7,1,7,7,6,7,1,1,1, , , , , , ,1,2,5,2,1,3,3,2,6,3,3,2,4,4,5,5,5,4
80362,1,201208,5,2,2,3,1,2, ,1,4,2,4,2, ,4,3,2, ,3,4,6,5,5,6,3,2,3,4,5,4,1,5,5,4,4,4,3,3,4,5,5,3, , , , , , , , , , , , ,4,4,3,3,1,1,4,2, ,3,3,1,4,80,50,40,10,100,1,3,3,1, , ,2,9,3,9,6,4,36,36,2,6,3,3,3,2,3,4,3,3,3,2,7,7,7,7,7,4,4,7,4, , , , , , ,1,3,5,4,4,4,4,2,6,4,4,2,4,4,2,6,4,1
80588,1,201208,3,2,3,4,3, , ,-7,3,2,4,2, ,2,1,1,2,2,3,5,5,6,6,3,6,4,3,6,6,1,6,7,5,5,6,6,3,6,4,3,1, , , , , , , , , , , , ,7,4,4,4,1,1,3,1,3,3,1,1,4,35,50,0,0,80,1,2,5, , , ,3,12,2,8,5,5,20,25,4,9,2,3,3,2,4,5,2,5,3,4, , , , , , , , , , , , , , , ,4,5,1,4,4,4,5,6,3,5,5,2,5,5,4,5,4,3
80596,1,201208,5,2,2,2,1,1,2,2,4,2,3,2, ,4,2,1,1,2,1,6,6,6,3,2,2,2,1,6,5,2,4,7,5,5,5,2,1,6,4,1,1, , , , , , , , , , , , ,6,3,3,3,2,1,2,1,2,2,1,1,5,80,35,5,0,99,1,1,3,2,3,2,2,8,4,-9,6,4,40,36,2,6,5,2,3,1,3,4,2,4,1,3,6,5,7,5,6,5,2,6,6, , , , , , ,1,1,3,4,1,1,5,5,3,5,2,3,6,4,3,4,4,4
80656,1,201208,2,2,1,1,2, , ,2,3,2,3,2, ,3,2,2, ,2,-7,-7,6,6,6,1,7,7,-7,6,7,2,-7,7,6,6,6,6,1,6,4,2,-7, , , , , , , , , , , , ,2,5,1,3,1,1,4,2, ,3,4,1,4,70,0,0,0,10,2, , , , , ,3,8,1,7,6,4,36,25,2,2,4,2,4,1,4,4,1,4,1,5, , , , , , , , , , , , , , , ,1,2,5,2,3,2,5,2,2,4,5,4,6,4,1,1,5,2
80689,1,201220,5,2,3,3,2, , ,2,3,2,3,2, ,3,3,2, ,3,1,4,4,4,5,1,1,4,2,4,4,1,4,4,1,1,3,3,1,3,3,5,4, , , , , , , , , , , , ,4,3,1,3,1,1,3,2, ,3,1,1,5,50,50,0,0,50,1,3,3,2,3,1,2,10,3,9,6,2,36,12,3,6,3,3,1,1,3,3,2,3,3,2,7,5,7,4,7,7,3,5,7, , , , , , ,2,2,3,4,2,2,4,4,2,5,5,4,4,4,3,3,3,4
80689,2,201208,-9, ,1,1,2, , ,2,5,2,1,2, ,3,1,2, ,4,1,1,7,7,7,1,5,7,1,7,7,1,7,7,7,7, , , , , , , , , , , , , , , , , , , ,7,7,1,3,1,1,4,2, ,3,1,1,2,50,0,0,10,20,1,1,3,2,2,8,3,9,4,-9,6,5,40,12,1,6,3,4,1,1,4,5,1,3,2,5, , , , , , , , , , , , , , , ,1,5,5,4,3,4,7,7,1,1,7,4,7,7,1,1,1,1
80689,4,201220, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,4,4,1,4,4,4,3, , , , , , , , , , , , ,4,4,1,3,1,1,3,2, ,3,1,4,4,50,50,0,0,0,2, , ,2, , ,2,4,1,5,3,4,40,0,1,1,3,3,2,3,3,2,2,2,2,1, , , , , , , , , , , , , , , ,2,1,2,2,2,3,2,2,5,4,4,3,4,4,4,5,5,5
80689,5,201228, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,5,4,1,5,5,4,1, , , , , , , , , , , , ,5,3,2,3,1,1,3,2, ,3,1,3,4,50,0,0,0,0,2, , ,2, , ,2,3,1,4,6,4,38,24,2,1,3,3,1,2,3,3,2,3,3,3, , , , , , , , , , , , , , , ,2,3,3,3,4,4,4,4,3,4,5,3,4,4,3,4,4,3
80908,1,201208,4,2,5,4,3, , ,2,2,2,4,2, ,3,2,1,2,1,3,3,5,5,6,2,4,7,3,6,4,1,3,5,5,5,2,7,3,5,3,2,-7, , , , , , , , , , , , ,5,2,2,2,1,1,4,2, ,1,1,1,5,50,100,100,0,100,1,2,2, , , ,2,11,2,7,4,4,36,20,2,3,3,3,2,2,4,4,2,4,1,5, , , , , , , , , , , , , , , ,4,2,2,3,3,4,5,6,3,5,6,4,6,5,3,3,3,5
81052,1,201208,3,2,3,2,2, , ,-7,5,2,3,1,3,4,1,1,2,1,3,4,7,7,7,1,1,7,4,7,7,1,4,6,4,4,5,2,1,6,5,1,-7, , , , , , , , , , , , ,3,5,2,1,1,1,4,1,1,1,1,1,5,40,100,50,0,100,1,1,3,1, , ,1,7,3,8,7,4,32,32,2,8,3,5,1,1,4,4,1,2,1,2,7,7,7,7,6,4,2,7,2, , , , , , ,1,2,3,4,1,2,3,3,6,3,6,4,1,6,2,2,3,3
81150,1,201208,5,2,4,4,3, , ,2,1,2,4,2, ,3,1,1,3,1,5,6,-7,7,7,5,5,7,5,7,6,-7,6,7,7,5,4,2,4,5,5,5,-7, , , , , , , , , , , , ,4,1,4,4,1,1,4,1,2,1,1,1,5,60,90,20,0,100,1,2,3,1,3,1,2,10,2,9,6,5,0,0,3,2,4,2,2,1,4,4,1,3,1,3, , , , , , , , , , , , , , , ,1,2,4,2,1,2,5,5,2,2,4,3,6,6,3,3,2,2
81150,2,201208,5,2,4,4,3, , ,2,1,2,4,2, ,3,1,1,3,1,5,6,-7,7,7,-7,3,7,5,7,5,-7,4,7,6,4,3,5,4,4,3,3,-7, , , , , , , , , , , , ,5,1,4,4,1,1,4,2, ,1,1,1,3,70,90,20,0,100,1,2,3,1,3,1,2,10,2,8,6,5,0,0,3,2,4,2,2,1,4,4,1,4,1,4, , , , , , , , , , , , , , , ,4,2,4,4,1,1,5,6,3,3,6,2,6,7,2,2,3,3
81152,1,201208,5,2,4,4,1,1,3,2,2,2,4,2, ,3,2,1,3,1,3,5,6,6,7,4,2,6,2,7,6,1,2,7,4,4,5,3,1,6,3,4,3, , , , , , , , , , , , ,5,1,4,3,1,1,4,1,4,1,1,1,5,60,99,90,5,99,1,3,3,1,5,1,2,7,2,9,6,4,40,20,3,8,4,4,3,3,4,4,5,5,2,4,6,5,6,6,6,6,3,4,4, , , , , , ,1,2,5,3,3,3,3,5,2,1,2,4,4,4,4,4,2,3
81228,1,201220,4,2,3,3,2, , ,-7,5,2,3,2, ,2,2,1,1,2,-7,4,-7,-7,7,-7,-7,-7,-7,-7,-7,-7,4,7,4,-7,1,7,1,7,1,1,-7, , , , , , , , , , , , ,5,3,1,3,1,1,4,2, ,2,3,1,1,80,0,0,0,0,1,1,5,2,4,1,3,13,2,9,3,5,0,0,2,2,3,1,1,1,3,3,1,3,1,3, , , , , , , , , , , , , , , ,4,4,1,4,3,3,1,3,4,5,5,1,1,1,1,1,1,1
81228,2,201220,3,2,4,4,2, , ,2,-9,2,3,2, ,3,1,1,1,2,-7,5,-7,3,4,-7,-7,4,-7,-7,-7,-7,-7,-7,-7,-7,3,7,1,7,3,1,-7, , , , , , , , , , , , ,5,2,4,4,1,1,2,2, ,3,1,1,1,25,0,0,0,0,1,1,5,2,3,1,2,13,2,-9,4,5,0,0,3,1,2,3,1,4,3,3,2,3,2,3, , , , , , , , , , , , , , , ,1,5,3,4,4,3,2,2,3,2,3,2,3,4,3,4,3,3
81260,1,201208,5,2,4,4,3, , ,-7,1,2,2,1,4,3,1,1,2,3,2,2,5,6,6,6,3,5,2,6,6,6,6,7,7,5,6,3,1,6,4,3,2, , , , , , , , , , , , ,5,2,3,2,1,1,4,1,2,1,1,5,4,30,80,50,5,99,1,3,3,1,3,2,1,8,4,-9,6,4,32,20,3,1,4,2,2,1,4,4,1,4,2,4,6,6,4,5,5,1,4,6,4, , , , , , ,1,4,2,4,2,1,5,3,4,2,5,5,5,6,2,5,4,2
81260,2,201208,5,2,4,4,2, , ,2,1,2,2,1,4,3,2,1,2,3,2,2,5,6,6,5,2,6,2,6,5,3,6,6,6,5,3,2,2,5,5,4,3, , , , , , , , , , , , ,5,3,3,3,1,1,4,1,2,1,1,4,5,40,80,40,20,99,1,3,3,1,3,2,2,7,4,8,6,4,32,24,2,1,2,4,4,2,3,4,4,3,2,2,6,6,6,6,6,5,2,6,6, , , , , , ,2,4,4,4,2,3,6,3,3,2,5,5,6,3,4,4,3,3
81283,1,201208,4,2,3,3,2, , ,2,2,2,3,1,3,4,2,1,3,3,3,6,4,2,3,5,1,5,2,3,3,2,4,6,4,5,6,2,3,4,3,3,3,3,2,3,4,3,3,3,3,2,4,2,3,3,3,2,3,1,1,4,1,1,3,1,1,4,80,10,0,0,100,1,2,3,1,3,1,1,9,4,8,6,4,36,30,2,6,3,4,1,1,3,4,2,4,2,3,7,7,6,6,6,4,2,6,4,1,4,3,2,4,4, , , , , , , , , , , , , , , , , , 
81288,1,201208,5,2,3,2,1,2, ,2,1,2,2,2, ,4,2,2, ,3,4,7,5,7,6,7,4,4,5,6,3,2,3,6,3,3,3,3,1,4,2,4,3,6,6,3,1,4,4,6,5,5,5,3,3,5,4,4,4,1,1,4,1,1,1,1,4,5,40,90,70,10,100,1,1,3, , , ,2,10,2,9,7,4,30,20,2,6,4,2,3,2,4,4,2,4,1,5,3,4,4,5,4,6,3,6,3,1,3,2,4,2,2, , , , , , , , , , , , , , , , , , 
81291,2,201208,4,2,3,2,2, , ,1,2,2,3,2, ,1,1,1,2,1,2,3,3,3,7,5,1,4,5,7,5,2,5,7,7,6,7,7,1,7,4,1,1, , , , , , , , , , , , ,6,2,3,3,4,1,2,2, ,1,1,1,4,80,50,10,0,100,1,1,3,2,4,7,3,9,4,8,6,4,36,24,3,9,4,2,4,1,5,5,1,4,1,5,7,7,7,7,6,5,2,6,4, , , , , , ,1,4,5,1,3,3,4,2,3,3,5,4,4,4,2,3,3,4
81313,1,201208,5,2,4,4,2, , ,2,1,2,4,1,4,2,3,1,2,2,1,6,6,4,5,3,4,5,2,6,5,-7,3,6,4,5,5,5,1,6,3,3,1, , , , , , , , , , , , ,4,3,1,1,1,1,3,1,1,1,1,5,4,50,50,50,50,100,1,1,3,1,3,2,3,5,3,10,6,4,36,32,2,3,1,1,1,3,3,3,3,1,2,3,7,6,6,6,1,1,1,5,6, , , , , , ,1,2,1,1,4,3,1,1,7,4,5,1,3,2,4,5,6,6
81321,1,201208,5,2,4,4,3, , ,2,1,2,4,2, ,3,1,1,4,1,3,5,6,3,6,3,2,7,3,6,6,2,2,6,2,5,3,3,3,5,5,5,3,6,4,2,2,5,3,6,4,2,2,2,2,6,2,5,4,1,1,4,1,1,1,1,1,4,50,100,75,50,100,1,1,3,2,4,1,2,7,4,7,6,4,40,10,3,8,2,3,1,1,4,4,3,4,1,4,6,6,5,6,5,4,3,4,4,1,4,4,2,2,2, , , , , , , , , , , , , , , , , , 
81321,2,201208,5,2,5,5,3, , ,2,2,2,4,1,4,3,1,1,4,1,7,7,7,7,4,4,4,7,7,7,7,4,7,7,5,5,5,2,2,6,5,3,-7,5,5,1,1,5,4,7,5,2,3,2,3,6,2,3,3,1,1,4,1,2,1,1,1,4,60,100,80,70,100,1,3,3,1,2,1,2,6,4,10,6,4,40,20,2,9,4,2,2,2,5,5,2,5,1,5,7,5,6,7,7,7,5,2,4,1,2,3,2,1,2, , , , , , , , , , , , , , , , , , 
81331,1,201208,4,1,2,2,1,2, ,2,4,2,4,2, ,4,1,2, ,2,1,5,5,5,4,1,1,5,5,5,-7,-7,5,7,1,4,1,7,1,7,7,7,1,7,7,1,1,5,1,4,1,1,1,1,1,5,3,2,4,1,1,3,2, ,1,1,1,5,10,100,100,50,100,1,3,3,1,4,1,2,11,2,7,3,4,36,24,2,6,4,4,1,1,3,4,2,4,1,4,7,7,7,5,6,7,1,4,4,4,5,1,1,4,2, , , , , , , , , , , , , , , , , , 
81367,1,201208,5,2,2,2,2, , ,2,3,2,3,2, ,2,3,2, ,3,2,6,-7,6,3,1,1,2,4,6,4,1,5,6,4,3,6,2,2,5,5,2,-7, , , , , , , , , , , , ,5,6,1,2,2,1,4,1,2,1,1,1,3,50,100,0,0,80,1,1,3,1,1,1,2,12,2,7,5,4,40,15,1,1,4,3,3,2,3,4,4,2,3,3, , , , , , , , , , , , , , , ,3,4,1,4,1,1,6,4,4,5,5,3,6,4,2,3,4,1
81367,2,201208,5,2,3,2,2, , ,2,2,2,3,2, ,2,3,2, ,3,3,6,-7,6,3,2,2,3,3,6,5,1,5,7,2,1,4,5,2,5,5,4,-7, , , , , , , , , , , , ,4,5,1,3,2,1,3,1,2,1,1,1,3,0,100,0,0,100,1,1,3,1,4,1,2,12,2,9,4,4,40,20,1,2,3,3,2,2,3,3,2,4,3,3, , , , , , , , , , , , , , , ,4,5,1,4,4,2,5,2,5,3,4,3,5,4,4,4,5,1
81399,1,201208,4,2,4,4,3, , ,-7,2,2,4,2, ,3,3,1,2,2,-7,7,4,2,5,5,2,4,1,7,4,1,4,4,2,3,7,7,1,7,1,1,-7,1,1,1,4,5,4,5,3,4,6,5,4,4,2,2,4,2,1,4,1,3,3,1,1,5,15,25,0,0,25,1,1,5,1,3,1,2,10,2,6,3,5,36,0,3,8,4,1,2,4,4,4,1,4,1,4,7,7,5,6,4,1,3,7,4,4,5,1,2,2,2, , , , , , , , , , , , , , , , , , 
81400,1,201241,4,2,4,3,2, , ,2,1,2,3,2, ,3,3,2, ,3,1,4,2,4,4,6,1,6,1,4,1,1,1,4,4,3,3,4,1,7,3,2,1, , , , , , , , , , , , ,4,1,3,4,1,1,4,2, ,1,1,1,4,50,90,30,0,70,1,1,3,1,3,1,3,9,2,10,5,4,38,28,3,8,3,1,3,4,4,4,1,3,1,5,2,2,5,5,2,1,4,6,2, , , , , , ,4,5,1,2,3,2,3,2,5,5,4,3,4,4,4,4,4,4
81468,1,201208,4,2,4,4,2, , ,-7,1,2,4,2, ,3,1,1,-9,1,6,6,6,6,6,6,6,6,5,6,6,1,6,6,6,6,7,1,1,7,7,1,3, , , , , , , , , , , , ,6,3,2,4,1,1,3,2, ,1,3,1,1,20,100,100,0,100,1,3,2,1,3,2,2,11,2,-9,6,5,10,10,2,6,4,1,1,1,5,5,1,5,1,4, , , , , , , , , , , , , , , ,1,3,5,2,1,2,5,5,2,2,3,2,6,4,5,4,4,5
81468,2,201208,4,2,3,2,1,2, ,2,2,2,3,2, ,3,1,2, ,2,3,4,5,6,5,4,5,6,3,6,6,-7,4,6,6,5,6,2,4,6,5,4,-7, , , , , , , , , , , , ,6,5,2,4,1,1,3,1,1,1,1,1,4,60,100,100,0,100,1,1,3,2,3,2,2,11,2,8,6,5,0,0,2,6,3,2,3,2,3,4,3,2,2,4, , , , , , , , , , , , , , , ,4,5,1,4,2,2,5,5,5,4,3,2,5,5,3,3,2,2
81567,1,201208,4,2,4,4,2, , ,-7,2,2,3,2, ,2,2,2, ,2,1,3,6,6,6,1,1,6,1,6,5,1,1,5,1,3,1,7,1,1,1,1,-7, , , , , , , , , , , , ,4,1,2,5,1,1,2,1,1,3,1,1,3,50,0,0,0,0,1,1,4,1,3,1,1,10,2,9,5,4,40,20,4,6,5,1,3,1,5,5,2,5,1,5,7,7,5,6,6,6,2,7,7, , , , , , ,4,4,5,4,4,4,5,4,3,2,4,1,6,6,2,6,2,2
81567,2,201208,-9, ,3,4,2, , ,-7,1,2,4,2, ,3,2,1,-9,2,1,2,6,6,6,4,1,7,2,6,6,1,2,7,4,4, , , , , , , , , , , , , , , , , , , ,5,1,3,5,1,1,2,1,1,3,1,1,4,90,0,100,0,100,1,1,3,2,3,1,2,10,2,-9,3,4,36,15,2,6,3,2,2,2,2,4,2,3,2,5,1,1,1,1,1,1,1,1,1, , , , , , ,1,4,4,4,4,4,5,4,2,4,4,4,5,4,2,4,4,2
81567,4,201208, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,7,1,7,1,1,-7, , , , , , , , , , , , ,5,2,3,5,1,1,3,1,1,1,1,1,4,75,0,0,0,0,2, , ,2, , ,2,4,2,-9,6,4,36,36,1,1,5,1,3,1,2,1,1,5,1,5,7,4,6,7,7,2,4,4,4, , , , , , ,1,5,4,4,4,4,6,6,2,6,6,6,6,4,1,1,1,4
81689,1,201208,3,2,3,3,2, , ,-7,-9,2,3,2, ,-9,2,1,2,1,-7,-7,3,6,6,4,5,6,3,6,3,-7,-7,6,6,5,5,7,1,5,2,2,-7, , , , , , , , , , , , ,3,6,5,2,1,1,4,1,1,1,1,1,4,25,10,0,0,80,2, , , , , ,3,6,3,8,5,4,40,32,1,1,3,4,1,2,2,3,2,3,2,3,6,5,5,5,3,5,5,6,2, , , , , , ,1,5,3,3,2,1,4,3,5,5,5,4,6,4,3,3,4,4
81720,1,201208,4,2,4,4,2, , ,1,1,2,4,2, ,3,1,1,2,1,7,1,7,5,7,3,1,7,7,7,7,1,7,7,7,7,4,7,1,4,1,1,-7, , , , , , , , , , , , ,3,2,2,4,1,1,2,1,1,1,1,3,5,50,75,75,10,80,1,-9,1,1,3,1,1,5,3,8,3,4,38,36,2,6,3,4,3,1,4,4,3,4,1,3,7,1,7,7,1,7,4,1,1, , , , , , ,1,2,3,2,1,2,1,1,7,7,4,1,4,4,4,7,7,4
81812,1,201208,5,2,4,4,1,2, ,2,4,2,3,2, ,2,1,2, ,3,2,5,7,7,-7,3,3,5,1,6,3,2,5,7,6,5,7,3,2,5,4,1,2, , , , , , , , , , , , ,6,2,3,2,1,1,3,2, ,1,1,1,4,40,80,5,0,98,1,2,3,1,2,2,1,8,3,7,6,4,32,32,2,8,4,2,3,1,3,2,3,4,2,3, , , , , , , , , , , , , , , ,4,5,1,4,2,2,6,6,2,2,3,3,6,6,2,2,1,2
81846,1,201208,4,2,4,4,3, , ,2,1,2,4,2, ,4,1,2, ,2,2,5,2,7,5,5,1,7,2,7,3,2,5,7,7,6,7,7,2,7,1,2,3, , , , , , , , , , , , ,2,3,1,2,2,1,4,1,2,1,1,1,4,30,50,30,5,70,2, , , , , ,2,5,2,9,7,4,45,32,2,1,3,1,3,2,4,4,1,3,1,4,7,7,5,7,6,6,4,6,1, , , , , , ,1,4,3,2,2,2,2,2,6,6,6,3,5,4,4,3,5,5
81944,1,201208,4,2,3,2,2, , ,-7,-9,2,3,2, ,-9,1,1,1,1,-7,1,5,6,5,1,1,4,-7,7,5,1,1,7,6,6,7,7,1,7,4,1,-7, , , , , , , , , , , , ,5,4,2,3,1,1,2,2, ,3,3,1,3,40,0,0,0,5,2, , , , , ,2,6,2,-9,5,4,35,30,1,1,3,3,1,1,3,4,2,4,2,3,7,7,7,7,7,2,3,7,5, , , , , , ,3,3,2,4,1,3,4,3,4,4,2,4,4,4,4,3,3,3
81945,3,201208,4,1,3,3,2, , ,-7,4,2,3,2, ,4,1,2, ,2,6,6,7,6,6,6,3,5,5,3,5,5,6,7,7,7,5,5,3,5,3,3,-7, , , , , , , , , , , , ,7,3,4,4,2,1,4,1,2,1,3,5,5,80,40,10,1,80,1,1,3,2,4,1,2,7,3,7,5,4,40,24,2,8,4,3,2,4,5,5,2,2,3,4, , , , , , , , , , , , , , , ,4,5,5,4,3,2,4,3,5,1,5,5,7,5,2,3,2,5
81954,1,201208,4,1,2,2,3, , ,2,4,2,5,2, ,4,2,1,2,3,1,1,4,7,3,1,6,5,1,6,4,1,1,7,5,5,5,1,3,4,4,4,3, , , , , , , , , , , , ,4,3,3,5,2,1,3,2, ,3,1,1,4,45,30,10,5,45,2, , ,1,3,1,2,11,2,9,6,4,36,32,3,9,2,3,2,4,2,3,2,3,1,2, , , , , , , , , , , , , , , ,1,5,5,4,4,4,3,4,3,3,3,3,3,3,5,5,4,2
81954,2,201208,4,1,2,2,1,2, ,2,4,2,1,2, ,5,1,1,1,4,-7,-7,4,5,2,1,2,6,-7,6,4,1,-7,6,5,3,6,2,1,4,2,1,3, , , , , , , , , , , , ,6,2,4,5,2,1,4,2, ,1,1,1,5,15,45,5,5,80,2, , ,1,3,1,2,12,3,-9,6,5,10,10,3,9,3,4,3,2,4,4,2,4,2,4, , , , , , , , , , , , , , , ,1,5,3,4,4,4,4,5,3,2,5,2,3,4,5,5,2,2
82037,1,201208,5,2,4,4,3, , ,-7,2,2,4,2, ,4,1,1,2,1,-7,-7,4,6,6,5,3,6,3,7,4,1,-7,5,6,4,7,5,4,6,2,4,-7, , , , , , , , , , , , ,5,1,3,3,1,1,3,1,2,1,1,1,4,70,100,40,0,100,2, , ,1,3,1,1,6,4,9,5,4,40,32,4,6,3,1,2,1,4,5,1,4,1,4,5,4,6,6,6,7,2,3,6, , , , , , ,4,2,2,2,2,2,4,3,3,3,5,3,5,5,3,4,2,3
82037,2,201208,5,2,4,4,2, , ,-7,1,2,4,2, ,3,1,1,2,1,-7,-7,5,6,6,2,2,7,1,6,4,1,-7,6,6,6,7,5,1,6,1,1,-7, , , , , , , , , , , , ,3,4,4,4,1,1,4,2, ,1,1,1,5,50,30,15,5,100,2, , ,1,3,1,1,5,4,9,6,4,36,24,2,6,3,4,1,2,4,4,1,3,1,4,5,5,3,5,5,3,5,5,3, , , , , , ,1,4,3,2,1,2,5,5,2,2,4,3,6,4,2,2,2,2
82125,1,201231,3,2,3,3,2, , ,-7,2,2,3,2, ,4,1,2, ,1,-7,-7,7,7,7,7,6,7,5,7,7,3,-7,7,7,7,7,7,1,7,1,1,-7, , , , , , , , , , , , ,3,4,3,3,1,1,4,1,2,1,1,1,5,80,90,50,30,99,2, , ,2,3,2,2,4,1,5,6,4,40,32,2,1,3,4,4,3,5,4,4,3,3,4, , , , , , , , , , , , , , , ,1,2,3,3,1,1,6,6,3,3,6,5,6,5,2,3,1,3
82125,2,201228,3,2,3,3,2, , ,-7,3,2,4,2, ,4,1,2, ,2,-7,-7,7,7,7,7,7,7,-7,7,7,1,-7,7,7,7,7,7,1,7,1,1,-7, , , , , , , , , , , , ,6,4,3,3,1,1,4,1,2,1,1,3,4,10,20,1,0,80,2, , ,2,3,2,2,5,1,6,6,4,48,38,2,1,2,4,2,4,2,5,4,3,2,3,5,5,5,5,5,5,5,5,5, , , , , , ,1,2,3,3,2,2,6,5,6,6,6,6,6,6,3,5,6,6
