nohhold,nomem,weeknr,gez1,gez2,gez3,gez4,gez5,gez7,gez8,gez9,huisa1,huisa2,huisa3,ziek,hziek,kans0,kans1a,kans2a,kans3a,kans4a,kans5a,kans6a,ij2,ij161,ij16br,ij181,ij241,ij162,ij16br2,ij182,ij242,ij163,ij16br3,ij183,ij243,j16a,j16abra,j16b,iz1,iz14,iz15,iz16,iz16bra,iz18,iz19,iz24,iz37,iz38,iz38br,iz40,iz41,ip20,ip21,ip22,ip23,ip24,inp27a,ip41,ip4bra,ip71,ip42,ip4bra2,ip72,ip43,ip4bra3,ip73,ip44,ip4bra4,ip74,ii20,ii21,ii22,ii23,ii41,ii4br,ii61,ii42,ii4br2,ii62,ii43,ii4br3,ii63,is20,is21,is22,is23,is24,is25,is26,is27,is28,is29,is210,is211,is41,is4br,is61,is42,is4br2,is62,is43,is4br3,is63,is44,is4br4,is64,is45,is4br5,is65,is46,is4br6,is66,is47,is4br7,is67,is48,is4br8,is68,is4n,is4brn,is4n2,is4brn2,is4n3,is4brn3,io20,io21,io22,io23,io24,io25,io26,io27,io28,io48a,io48c,io41,io4br,io42,io4br2,io43,io4br3,io44,io4br4,io45,io4br5,io46,io4br6,io47,io4br7,io48,io4br8,io48b,io4br9,io48d,io4br10,in25,in26,in11a,in12a,in29a,in29b,in29,in30,in32,in33,in35,in36,in38,in39,in41a,in42,he070,he067,he068,he069,in45,in46,in48,in2012,in16,in18,in20,in22,in49a,in50,psy1,psy2,psy3,psy4,psy5,psy6,gebeur1,gebeur2,gebeur3,gebeur4,gebeur5,gebeur6,gebeur7,gebeur8,gebeur9,laag,hoog,pro1,pro2,pro3,pro4,dnbbaan,laagpr,hoogpr,pr0,pr1a,pr2a,pr3a,pr4a
31385,1,201220,181,76,3,4,2,3, ,2, ,4, , , , , , , , ,6,0,0, , , , , , , , , , , , , , , ,2, , , , , , , , , , , , ,2,2,1,1,2,1, , , ,13462, , ,32632, , , , , ,1,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,2,2,2,2,2,2,2,2,2,1, , , , , , , , , , , , , , , , , , ,183, ,2, ,2, ,2, ,-7, ,2, ,2, ,1,800,2,1,198,2,1,1,-7, , , ,1,60400, , ,-9,8, , , , , , ,0,0,0,0,0,0,0,1,0,45000,50000,10,40,60,90, ,5.7,8,6,5,25,80,20
31479,1,201220,178,80,3,3,1,3, ,2,0,0,0, , , ,5,5, , , , ,0, , , , , , , , , , , , , , , ,2, , , , , , , , , , , , ,1,2,2,2,2, , , , , , , , , , , , , ,1,2,2,2, , , , , , , , , ,2,2,1,2,2,2,2,2,2,2,2,2, , , ,31089, , , , , , , , , , , , , , , , , , , , , , , , , , ,1,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , ,2, ,2, ,2, ,-7, ,-7, ,2, ,2, ,2,4,4400,1,1,1,-7, , , ,1,27512, , ,2474, , , , , , , ,0,0,0,0,0,1,0,0,0,1600,2474,100,0,0,0, ,5,8,5,50,25,25,0
31492,1,201220,170,71,2,3,2,3, ,2, ,2, , , , , , , , ,6,2,0, , , , , , , , , , , , , , , ,2, , , , , , , , , , , , ,2,2,1,2,2, , , , ,9445, , , , , , , , ,1,2,2,2, , , , , , , , , ,2,2,2,2,2,2,2,2,2,1,2,2, , , , , , , , , , , , , , , , , , , , , , , , ,1742, , , , , ,2,2,2,2,2,2,2,2,2,1,1, , , , , , , , , , , , , , , , ,500, ,-9,2,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2,1,125,1,1,1,-7, , , ,2, , , ,-9,6, , , , , , ,0,0,0,0,0,0,0,1,0,15000,20000,0,0,30,40, ,2.1,3.5,2,5,40,10,2
31643,1,201225,178,84,2,3,2,1, ,2, , , , , ,9,8,3, , , , ,3,-9,4, ,3,-9,-9,-9, ,-9,-9,-9, , , , ,1,1,1,35000, ,1,5800,1,1,3500, ,2, , , , , , , , , , , , , , , , , , , ,2,2,1,2, , , ,15000, , , , , ,2,2,2,2,2,2,2,2,2,1,1,1, , , , , , , , , , , , , , , , , , , , , , , , ,700, ,2500, ,600, ,1,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , ,1,3000,2, ,2, ,-7, ,-7, ,2, ,2, ,2,1,260,1,2,4,-7, , , ,1,19000, , ,48000, , , , , , , ,0,0,0,0,0,0,0,1,0,45000,65000,30,50,80,90,0,3,3,3,0,40,50,10
31643,2,201220,152,82,2,2,1,3, ,2,2,1,0,2, ,9,9,7, , , , ,1,-9,4, ,1, , , , , , , , , , , ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,2,2,2, , , , , , , , , ,2,2,2,2,2,2,2,2,2,1,1,1, , , , , , , , , , , , , , , , , , , , , , , , ,-9,1,-9,2,-9,1,2,2,2,2,2,2,2,2,2,2,1, , , , , , , , , , , , , , , , , , ,-9,1,2, ,2, ,2, ,-7, ,-7, ,2, ,2, ,2,4,-9,1,1,2,2, , , ,1,-9,6, ,-9,6, , , , , , ,0,0,0,0,0,0,1,0,0,9600,400000,0,20,50,100,20,1.5,3,3,10,50,20,10
31646,1,201228,158,63,3,2,1,3, ,2,1,1,0, , , ,7,6, , , , ,0, , , , , , , , , , , , , , , ,2, , , , , , , , , , , , ,1,2,2,2,2, , , , , , , , , , , , , ,1,2,2,2, , , , , , , , , ,1,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,2,2,2,2,2,2,2,2,2,1, , , , , , , , , , , , , , , , , , ,-9,1,2, ,2, ,2, ,-7, ,-7, ,2, ,1,-9,2,1,141,2,1,1,-7, , , ,1,-9,1, ,58553, , , , , , , ,0,0,0,0,1,0,0,0,0,55000,58000,5,10,15,20, ,1,4,3,20,20,20,20
31787,1,201237,170,65,1,3,2,3, ,2, ,1, , , , ,10,8, , , , ,0, , , , , , , , , , , , , , , ,2, , , , , , , , , , , , ,1,2,2,2,2, , , , , , , , , , , , , ,1,2,2,2, , , , , , , , , ,1,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,2,2,2,2,2,2,2,2,1,1, , , , , , , , , , , , , , , , ,-9,5,-9,5,2, ,2, ,2, ,-7, ,-7, ,2, ,2, ,2,4,1100,2,2,1,-7, , , ,1,-9,6, ,-9,6, , , , , , ,0,0,0,0,0,0,0,1,0,10000,20000,10,50,70,100, ,2,3.5,4,20,50,10,5
31838,1,201220,174,80,2,3,2,3, ,1,1,2,0, , , , ,5,5, , , ,0, , , , , , , , , , , , , , , ,2, , , , , , , , , , , , ,2,1,2,2,2, ,35000, , , , , , , , , , , ,1,2,2,2, , , , , , , , , ,1,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,2,2,2,2,2,2,2,2,2,1, , , , , , , , , , , , , , , , , , ,2200, ,2, ,2, ,2, ,2, ,-7, ,2, ,2, ,2,1,122,2,1,1,-7, , , ,1,-9,7, ,58000, , , , , , , ,0,0,0,0,0,0,1,0,0,58000,58000,,,,, ,6,7,6,10,50,10,10
31903,1,201220,185,79,3,3,2,1, ,2,1,1,0,2, ,7,5,2, , , , ,1,33068, , ,3, , , , , , , , , , , ,2, , , , , , , , , , , , ,1,2,2,2,2, , , , , , , , , , , , , ,1,2,2,2, , , , , , , , , ,1,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,2,2,2,2,2,2,2,2,2,1, , , , , , , , , , , , , , , , , , ,860, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2,1,123,2,1,1,2, , , ,1,33068, , ,41000, , , , , , , ,0,0,0,0,0,0,1,0,0,40000,45000,75,50,40,10,10,2,2.5,2,10,50,0,0
32215,1,201220,171,75,2,4,1,3, ,2,10,8,0, , , , , ,8,5, , ,0, , , , , , , , , , , , , , , ,2, , , , , , , , , , , , ,2,1,1,2,1, ,24000, , ,9000, , , , , ,6000, , ,1,2,2,2, , , , , , , , , ,1,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2,2,475,2,1,3,2, , , ,1,39000, , ,29000, , , , , , , ,0,0,0,0,0,0,0,1,0,30000,35000,0,0,0,0, ,2.5,2.5,3,0,50,50,0
32381,1,201220,178,85,2,3,2,3, ,2,1,2, , , , , , ,9,8, , ,0, , , , , , , , , , , , , , , ,2, , , , , , , , , , , , ,2,2,1,1,2,1, , , ,9445, , ,12425, , , , , ,1,2,2,2, , , , , , , , , ,2,2,2,2,2,2,2,2,2,1,2,2, , , , , , , , , , , , , , , , , , , , , , , , ,1071, , , , , ,2,2,2,2,2,2,2,2,2,1,1, , , , , , , , , , , , , , , , ,-9,1,-9,2,2, ,2, ,2, ,-7, ,-7, ,2, ,2, ,2,1,95,2,2,1,-7, , , ,1,22739, , ,-9,7, , , , , , ,0,0,0,0,0,0,0,1,0,20000,23000,0,0,0,50, ,2.5,3.5,2,0,0,10,0
32383,1,201220,180,107,3,3,1,3, ,2, ,2, , , , , , ,5,2, , ,0, , , , , , , , , , , , , , , ,2, , , , , , , , , , , , ,2,2,1,1,2,1, , , ,19000, , ,32500, , , , , ,1,2,2,2, , , , , , , , , ,1,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,2,2,2,2,2,2,2,2,2,1, , , , , , , , , , , , , , , , , , ,2500, ,2, ,2, ,1,700,-7, ,-7, ,2, ,2, ,2,1,-9,2,1,1,2, , , ,1,48000, , ,40000, , , , , , , ,0,0,0,0,0,0,0,1,0,40000,40000,,,,, ,2.2,2.5,2,5,50,5,0
32388,1,201220,185,87,2,3,2,3, ,2,2,6,0, , , , , ,4,2, , ,0, , , , , , , , , , , , , , , ,2, , , , , , , , , , , , ,2,2,1,1,1,1, , , ,9445, , ,72431, , ,7128, , ,1,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,2,2,2,2,2,2,2,2,1,1, , , , , , , , , , , , , , , , ,-9,1,-9,1,2, ,2, ,2, ,-7, ,-7, ,2, ,2, ,2,4,3671,2,1,1,-7, , , ,1,-9,10, ,-9,9, , , , , , ,0,0,0,0,0,0,1,0,0,45000,50000,25,30,40,50, ,1.8,3.5,3,0,50,10,1
32492,1,201220,188,74,2,3,2,3, ,2, ,1, , , , , ,7,5, , , ,0, , , , , , , , , , , , , , , ,2, , , , , , , , , , , , ,2,2,1,1,2,1, , , ,5978, , ,11263, , , , , ,1,2,2,2, , , , , , , , , ,2,2,2,2,2,2,2,2,2,1,2,2, , , , , , , , , , , , , , , , , , , , , , , , ,440, , , , , ,2,2,2,2,2,2,2,2,2,2,1, , , , , , , , , , , , , , , , , , ,2100, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2,1,120,2,1,1,-7, , , ,1,36980, , ,30000, , , , , , , ,0,0,0,0,0,0,0,1,0,28000,31000,0,5,50,75, ,1.5,3,3,40,80,10,0
32617,1,201220,167,60,3,4,1,3, ,2,1,2, , , , , , , ,5,4, ,0, , , , , , , , , , , , , , , ,1,2,1,-9,-9,2, ,2, , , , , ,2,2,1,1,2,1, , , ,13543, , ,29543, , , , , ,1,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,2,2,2,2,2,2,2,2,2,1, , , , , , , , , , , , , , , , , , ,-9,3,2, ,2, ,2, ,-7, ,-7, ,2, ,1,40000,2,4,1469,1,2,-9,-7, , , ,1,49876, , ,-9,9, , , , , , ,0,0,0,0,0,0,0,0,1,40000,52000,50,50,50,100, ,-0.4,2.1,2,40,20,10,5
32631,1,201225,184,95,2,3,2,3, ,2, ,1, , , , ,9,8, , , , ,1,18000, , ,1, , , , , , , , , , , ,2, , , , , , , , , , , , ,2,1,2,2,2, ,34800, , , , , , , , , , , ,1,2,2,2, , , , , , , , , ,2,1,2,2,2,2,2,2,2,2,2,2,6000, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , ,2, ,2, ,2, ,-7, ,-7, ,2, ,2, ,2,1,-9,2,1,1,2, , , ,1,56000, , ,30000, , , , , , , ,0,0,0,0,0,0,0,1,0,29000,30000,5,10,15,20, ,1,2,2,10,5,1,0
32632,1,201225,168,70,2,1,2,3, ,2,0,1,0,1,80,9,8,7, , , , ,1,36000, , ,1, , , , , , , , , , , ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,1,2,2,-9,3, , , , , , , ,2,2,2,2,2,2,2,2,2,2,1,2, , , , , , , , , , , , , , , , , , , , , , , , , , ,5000, , , ,1,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , ,2, ,2, ,2, ,-7, ,-7, ,2, ,2, ,2,1,253,2,1,1,2, , , ,1,-9,9, ,40000, , , , , , , ,0,0,0,1,0,0,0,0,0,35000,45000,25,50,60,20,10,2.3,4,3,20,30,30,10
32652,2,201220,169,66,2,2,2,1, ,2, ,2, ,2, ,8,8,7, , , , ,1,9000, , ,1, , , , , , , , , , , ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,2,2,2, , , , , , , , , ,1,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , ,2, ,2, ,2, ,-7, ,-7, ,2, ,2, ,2,4,1500,2,1,1,2, , , ,2, , , ,-9,10, , , , , , ,0,0,0,0,0,0,0,1,0,0,150000,15,50,50,50,5,2,7,3,0,25,50,15
32704,1,201220,186,89,1,3,2,3, ,2, , , , , , , ,7,5, , , ,0, , , , , , , , , , , , , , , ,2, , , , , , , , , , , , ,2,2,1,1,2,1, , , ,13543, , ,16850, , , , , ,1,2,2,2, , , , , , , , , ,1,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , ,2, ,2, ,2, ,-7, ,-7, ,2, ,2, ,2,1,128,1,1,1,-7, , , ,1,30394, , ,2100, , , , , , , ,0,0,0,0,0,0,0,1,0,2000,2100,1,2,3,4, ,2.8,4.3,3,0,0,50,30
32757,1,201225,165,55,3,3,1,3, ,2, ,4, , , , , , ,8,4, , ,0, , , , , , , , , , , , , , , ,2, , , , , , , , , , , , ,2,2,1,1,2,1, , , ,-9,-9,-9,9,-9,9, , , ,1,2,2,2, , , , , , , , , ,2,2,2,2,2,2,2,2,2,1,2,2, , , , , , , , , , , , , , , , , , , , , , , , ,-9,-9, , , , ,1,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , ,2, ,2, ,2, ,-7, ,-7, ,2, ,2, ,2,1,-9,2,1,-9,-7, , , ,1,-9,-9,-9,-9,3, , , , , , ,0,0,0,0,0,1,1,0,0,9000,9000,,,,, ,2,4,2,0,0,1,0
32833,4,201225,180,95,2,3,2,3, ,2,0,0,0, , ,9,9,8, , , , ,1,-9,1, ,3, , , , , , , , , , , ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,2,2,2, , , , , , , , , ,2,2,2,2,2,2,2,2,2,1,2,2, , , , , , , , , , , , , , , , , , , , , , , , ,-9,1, , , , ,2,2,2,1,2,2,2,2,2,2,2, , , , ,-9,1, , , , , , , , , , , , , , ,2, ,2, ,2, ,-7, ,-7, ,2, ,2, ,2,5, ,-9,-9,-9,2, , , ,2, , , , , , , , , , , ,0,0,0,0,0,0,0,0,1,0,0,,,,, ,0,0,1,0,0,0,0
32873,1,201220,172,89,3,4,1,3, ,2,2,3,0, , , , , ,6,3, , ,0, , , , , , , , , , , , , , , ,2, , , , , , , , , , , , ,2,2,1,1,2,1, , , ,9445, , ,1914, , , , , ,1,2,2,2, , , , , , , , , ,2,2,2,2,2,2,2,2,2,1,2,2, , , , , , , , , , , , , , , , , , , , , , , , ,1704, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2, ,1,-9,2, ,2, ,2, ,2, ,2, ,2,1,228,1,1,1,2, , , ,1,-9,5, ,20759, , , , , , , ,0,0,0,0,0,0,0,1,0,20759,21500,0,50,40,30, ,2,3,2,0,0,50,0
32908,1,201225,165,82,2,3,2,3, ,2, ,1, , , , , ,5,4, , , ,0, , , , , , , , , , , , , , , ,1,2,2,-9,-9,2, ,2, , , , , ,2,1,2,2,2, ,2600, , , , , , , , , , , ,1,2,2,2, , , , , , , , , ,1,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , ,2, ,2, ,2, ,-7, ,-7, ,2, ,2, ,2,1,360,2,1,-9,-7, , , ,1,-9,7, ,-9,8, , , , , , ,0,0,0,0,0,0,0,1,0,30000,40000,50,60,70,80, ,1.5,3.1,3,90,60,5,0
33239,1,201220,176,72,3,2,1,2,1,2, , , , , , ,10,10, , , , ,0, , , , , , , , , , , , , , , ,2, , , , , , , , , , , , ,1,2,2,2,2, , , , , , , , , , , , , ,1,2,2,2, , , , , , , , , ,2,2,1,1,2,2,2,2,2,2,2,2, , , ,-9,5, ,-9,-9,-9, , , , , , , , , , , , , , , , , , , , , ,2,2,2,2,2,2,2,2,2,2,1, , , , , , , , , , , , , , , , , , ,-9,4,2, ,2, ,2, ,2, ,2, ,1,5000,2, ,2,1,152,2,1,1,-7, , , ,1,-9,6, ,-9,7, , , , , , ,0,0,0,0,0,0,1,0,0,21000,21000,,,,, ,4,5,4,50,50,50,33
33381,1,201220,199,94,3,3,1,3, ,2,0,1,0,2, ,9,7,5, , , , ,1,31000, , ,2, , , , , , , , , , , ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,2,1,2, , , ,2400, , , , , ,1,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , ,2, ,2, ,2, ,-7, ,-7, ,2, ,2, ,2,1,134,2,1,1,2, , , ,1,2300, , ,-9,8, , , , , , ,0,1,0,0,0,0,0,0,0,30000,34000,30,20,10,5,50,2.5,3,3,0,60,3,2
33388,2,201234,173,62,1,2,1,3, ,2,0,2,0,2, ,10,8,5, , , , ,0, , , , , , , , , , , , , , , ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,2,1,2, , , ,-9,3, , , , ,1,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , ,2, ,2, ,2, ,-7, ,-7, ,2, ,2, ,2,1,130,2,1,1,-7, , , ,1,-9,1, ,-9,7, , , , , , ,0,0,0,0,0,1,0,0,0,19000,25000,45,50,50,50,50,2,5,3,50,50,10,50
33440,1,201220,162,65,2,3,2,3, ,2, , , , , , ,10,10, , , , ,0, , , , , , , , , , , , , , , ,2, , , , , , , , , , , , ,2,2,1,2,2, , , , ,-9,4, , , , , , , ,1,2,2,2, , , , , , , , , ,2,2,2,2,2,2,2,2,2,1,2,2, , , , , , , , , , , , , , , , , , , , , , , , ,1000, , , , , ,2,2,2,2,2,2,2,2,2,2,1, , , , , , , , , , , , , , , , , , ,-9,2,2, ,2, ,2, ,-7, ,-7, ,2, ,2, ,2,1,125,1,1,1,-7, , , ,1,-9,6, ,2200, , , , , , , ,0,0,0,0,0,0,0,1,0,20000,22000,0,0,50,100, ,1.1,5.5,3,0,0,50,50
33452,1,201220,158,60,2,3,2,3, ,2,0,5,0,2, , ,8,6, , , , ,1,15461, , ,1, , , , , , , , , , , ,2, , , , , , , , , , , , ,1,2,2,2,2, , , , , , , , , , , , , ,1,2,2,2, , , , , , , , , ,2,2,1,2,2,2,2,2,2,2,2,2, , , ,837, , , , , , , , , , , , , , , , , , , , , , , , , , ,1,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , ,2, ,2, ,2, ,-7, ,-7, ,2, ,2, ,2,1,132,2,1,1,-7, , , ,1,18017, , ,-9,6, , , , , , ,0,0,0,0,0,0,0,1,0,16000,18000,50,50,0,0,80,2.5,5,3,100,100,80,40
33452,2,201220,176,78,2,2,2,3, ,2, ,2, , , , , , ,8,7, , ,0, , , , , , , , , , , , , , , ,1,2,2,-9,1,2, ,2, , , , , ,2,2,1,1,1,1, , , ,9445, , ,13000, , ,2500, , ,1,2,2,2, , , , , , , , , ,2,2,1,2,2,2,2,2,2,1,2,2, , , ,-9,1, , , , , , , , , , , , , , , , , , , ,350, , , , , ,1,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , ,2, ,2, ,2, ,-7, ,-7, ,2, ,2, ,2,1,132,2,1,1,-7, , , ,1,22743, , ,23000, , , , , , , ,0,0,0,0,0,1,0,0,0,23000,25000,80,85,87,90, ,2.5,3.5,6,75,80,50,35
33688,1,201220,174,58,2,3,2,3, ,2,0,0,0,2, , ,8,5, , , , ,1,60000, , ,1, , , , , , , , , , , ,2, , , , , , , , , , , , ,1,2,2,2,2, , , , , , , , , , , , , ,1,2,2,2, , , , , , , , , ,1,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , ,2, ,2, ,2, ,-7, ,-7, ,2, ,2, ,2,1,125,2,1,1,1,27850,12,3,1,55000, , ,33300, , , , , , , ,0,0,0,0,0,0,0,1,0,30000,30000,,,,,15,1.5,4,2,100,50,25,10
33731,1,201220,173,82,2,3,2,3, ,2,0,0,0,2, , ,7,6, , , , ,1,42000, , ,1, , , , , , , , , , , ,2, , , , , , , , , , , , ,1,2,2,2,2, , , , , , , , , , , , , ,1,2,2,2, , , , , , , , , ,1,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , ,2, ,2, ,2, ,-7, ,-7, ,2, ,2, ,2,1,440,2,1,1,2, , , ,2, , , ,21600, , , , , , , ,0,0,0,0,0,1,1,0,0,21000,21100,50,55,60,70,50,3,8,4,10,30,35,50
33731,2,201220,165,75,4,3,1,3, ,2,1,1,0, , , ,6,5, , , , ,0, , , , , , , , , , , , , , , ,2, , , , , , , , , , , , ,1,2,2,2,2, , , , , , , , , , , , , ,1,2,2,2, , , , , , , , , ,1,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , ,2, ,2, ,2, ,2, ,-7, ,2, ,2, ,2,1,225,2,1,1,-7, , , ,2, , , ,21500, , , , , , , ,1,0,0,0,0,1,0,0,0,18000,21500,20,10,30,35, ,4,9,5,1,5,10,50
33797,1,201220,173,80,3,3,1,2,1,2, ,1, , , , ,4,2, , , , ,0, , , , , , , , , , , , , , , ,2, , , , , , , , , , , , ,2,2,1,2,2, , , , ,-9,3, , , , , , , ,2,2,1,2, , , ,-9,5, , , , ,2,2,1,2,2,2,2,2,2,2,2,2, , , ,-9,5, , , , , , , , , , , , , , , , , , , , , , , , , ,1,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , ,2, ,2, ,2, ,-7, ,-7, ,2, ,2, ,2,1,-9,2,1,1,2, , , ,1,-9,2, ,-9,7, , , , , , ,0,0,0,0,0,1,0,0,0,13500,14000,6,7,8,9, ,2,3.5,3,10,30,60,20
34119,1,201225,178,85,4,4,1,3, ,2,3,4,0, , ,5,5,3, , , , ,0, , , , , , , , , , , , , , , ,2, , , , , , , , , , , , ,1,2,2,2,2, , , , , , , , , , , , , ,2,1,2,2,4400, , , , , , , , ,2,2,1,2,2,2,2,2,2,1,2,2, , , ,4400, , , , , , , , , , , , , , , , , , , , ,-9,1, , , , ,1,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , ,2, ,2, ,2, ,-7, ,-7, ,2, ,2, ,2,1,-9,2,1,1,-7, , , ,1,-9,3, ,-9,3, , , , , , ,0,0,0,0,1,0,0,0,0,12000,13000,50,50,50,30, ,3,5,4,90,60,30,10
34119,2,201225,181,72,2,3,2,3, ,2, , , ,2, , ,10,9, , , , ,0, , , , , , , , , , , , , , , ,1,2,1,-9,-9,2, ,1,2,2000, ,2, ,1,2,2,2,2, , , , , , , , , , , , , ,2,2,1,2, , , ,7200, , , , , ,2,2,2,2,2,2,2,2,2,1,2,2, , , , , , , , , , , , , , , , , , , , , , , , ,1600, , , , , ,1,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , ,1,2000,2, ,2, ,-7, ,-7, ,2, ,2, ,2,1,110,2,1,1,-7, , , ,2, , , ,-9,3, , , , , , ,0,0,0,0,0,0,0,1,0,10000,15000,50,70,90,100,0,5,5,5,50,30,10,0
34132,1,201220,178,57,1,2,2,3, ,2,0,1,0, , ,8,7,7, , , , ,0, , , , , , , , , , , , , , , ,1,2,1,-9,-9,2, ,1,1,-9,-9,2, , , , , , , , , , , , , , , , , , , ,1,2,2,2, , , , , , , , , ,1,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , ,2, ,2, ,2, ,-7, ,-7, ,2, ,2, ,2,1,102,1,1,1,-7, , , ,2, , , ,-9,10, , , , , , ,0,0,0,0,0,0,0,1,0,40000,70000,20,30,40,50,0,1,5,2,30,50,40,20
34154,1,201220,170,68,4,4,2,2,2,2,0,2,0, , , , ,0,0, , , ,0, , , , , , , , , , , , , , , ,2, , , , , , , , , , , , ,2,1,2,2,2, ,15000, , , , , , , , , , , ,1,2,2,2, , , , , , , , , ,2,1,2,2,2,2,2,2,2,2,2,2,10000, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , ,2, ,2, ,2, ,-7, ,-7, ,2, ,2, ,2,1,130,2,1,1,-7, , , ,1,40000, , ,-9,4, , , , , , ,0,0,0,0,0,1,0,0,0,14000,15000,50,50,50,50, ,15,20,10,0,0,25,25
34215,1,201220,180,92,1,3,2,3, ,2, , , , , , , ,8,7, , , ,0, , , , , , , , , , , , , , , ,2, , , , , , , , , , , , ,2,2,1,1,2,1, , , ,16987, , ,28554, , , , , ,1,2,2,2, , , , , , , , , ,1,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,2,2,2,2,2,2,2,2,2,1, , , , , , , , , , , , , , , , , , ,-9,1,2, ,2, ,2, ,-7, ,2, ,2, ,2, ,2,1,124,2,1,1,-7, , , ,1,42390, , ,36000, , , , , , , ,0,0,0,0,0,0,1,0,0,36000,36000,,,,, ,3,4,3,1,20,30,10
