nohhold,nomem,weeknr,inkhh,inknorm,inkrond,finsitu,inkeven,inkaank,inksec,loan1,loan2,loan3,ink25a,ink25b,ink25c,ecsit,zinvol,opzij,hoevopzy,opzij12,spaarm01,spaarm02,spaarm03,spaarm04,spaarm05,spaarm06,spaarm07,spaarm08,spaarm09,spaarm10,spaarm11,spaarm12,spaarm13,spaarm14,spaarm15,spaarm16,spaar1,spaar2,spaar3,spaar4,spaar5,spaar6,beschryf,toek01,toek02,toek03,toek04,toek05,toek06,toek07,toek08,toek09,toek10,toek11,toek12,uitgeven,plannen,periode1,bijhoud,potjes,pin1,pin2,chip1,chip2,autom,foon,smart,intern,zon,her1,her2,her3,her4,baby,plan,uitspr,hhrela,beslis,geldh,geluk,kenltd,kenhh,kenink,kenopl,kenwerk,manuur,vrouwuur,kunde,advies,con01,con02,con03,con04,con05,con06,con07,con08,con09,con10,con11,con12,con13,con14,con15,con16,con17,con18,con19,con20,con21,con22,con23,con24,con25,con26,con27,con28,con29,con30,con31,con32,con33,con34,con35,con36,con37,con38,con39,con40,con41,con42,con43,con44,con45,con46,con47,con48,con49,con50,work01,work02,work03,work04,work05,work06,work07,work08,work09,jeugd1,jeugd2,jeugd3,jeugd4,jeugd5,jeugd6,MHI001,MHI002,MHI003,MHI004,MHI005,toek01_x,toek02_x,toek03_x,toek04_x,toek05_x,toek06_x,toek07_x,toek08_x,toek09_x,toek10_x,toek11_x,toek12_x,jeugd1_x,jeugd2_x,jeugd3_x,jeugd4_x,jeugd5_x,jeugd6_x
26728,1,201417, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,7,7,1,7,1,1,1, , , , , , , , , , , , ,5,4,3,5,1,1,4,1,2,1,1,1,5,80,0,0,0,75,1,1,3,1, , ,1,11,2,9,5,5,0,0,4,3,5,1,4,1,4,5,1,5,1,5,4,3,1,4,1,4,4,4,4,1,4,4,4,4,4,4,4,1,4,4,3,5,1,1,5,1,3,3,4,4,1,4,3,3,1,4,3,5,3,3,7,7,7,7,7,7,4,5,7, , , , , , ,1,1,6,1,6,4,6,4,5,6,6,4,5,2,4,6,2,2,2,3,4,1,1
26728,2,201417, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,7,7,1,7,1,1,1, , , , , , , , , , , , ,5,5,3,3,1,1,4,2, ,1,1,1,1,80,0,0,0,50,1,1,3,1, , ,1,11,2,9,5,5,0,0,1,1,5,1,4,4,4,4,4,4,1,4,1,5,1,5,3,5,3,5,5,1,3,3,4,5,4,3,4,4,3,4,1,5,1,3,5,5,1,4,5,5,1,1,1,4,1,4,3,4,1,4, , , , , , , , , , , , , , , ,1,1,6,1,6,6,5,4,5,4,6,5,5,4,5,6,5,2,2,2,3,1,1
26728,3,201417,5,2,4,4,2, , ,2,2,2,4,2, ,4,1,2, ,1,7,7,7,7,7,7,7,7,6,6,1,1,6,6,7,7,7,7,1,7,1,1,1, , , , , , , , , , , , ,6,3,2,4,1,1,4,1,1,1,1,5,5,90,0,0,0,50,2, , ,1,3,1,1,5,2,10,6,4,40,36,4,1,1,1,4,1,5,5,3,5,1,5,1,5,3,5,5,5,5,1,5,1,1,5,5,5,3,3,4,2,4,4,4,4,4,4,4,1,5,5,5,5,1,1,5,5,3,5,5,5,1,5,7,7,7,7,7,7,7,7,7, , , , , , ,1,1,6,1,6,7,2,6,5,7,6,6,7,5,6,4,6,1,2,2,4,1,1
26728,5,201417,5,2,3,3,2, , ,2,2,2,4,2, ,4,1,2, ,1,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,1,1,7,1,1,-7, , , , , , , , , , , , ,6,6,2,4,2,1,4,2, ,1,1,5,5,100,0,0,0,50,2, , ,1,1,1,1,5,2,9,5,4,40,30,2,1,1,5,4,3,3,5,5,4,3,5,1,2,4,4,4,5,5,1,5,1,4,4,4,5,5,5,4,4,4,5,1,5,2,4,3,3,1,4,4,4,1,1,5,5,2,5,5,5,1,4,7,7,7,7,7,1,4,7,7, , , , , , ,1,1,6,1,6,1,1,2,1,1,1,7,4,1,6,7,1,1,2,3,2,1,1
26729,1,201435,4,2,2,2,2, , ,-7,-9,2,3,2, ,-9,-9,2, ,3,5,7,6,6,6,6,7,7,6,6,6,4,5,6,6,6,5,4,5,6,4,4,-7, , , , , , , , , , , , ,5,2,3,4,1,1,4,2, ,3,1,1,5,90,50,50,50,50,1,-9,3,2,3,1,2,5,3,-9,5,4,36,10,3,6,3,1,4,2,4,4,1,4,2,3,3,3,2,4,2,3,3,4,2,3,4,4,3,3,4,4,3,3,2,4,2,4,2,2,3,3,2,4,3,3,4,3,4,4,4,4,3,3,2,4, , , , , , , , , , , , , , , ,2,1,4,1,5,5,3,5,4,4,5,6,6,5,3,4,4,3,5,5,4,4,4
26729,2,201442,3,2,3,3,2, , ,1,2,2,3,1,3,3,2,1,2,2,6,3,6,7,7,3,3,7,2,7,5,4,4,7,6,7,3,6,2,6,2,2,-7, , , , , , , , , , , , ,4,4,2,2,1,1,3,2, ,1,3,3,3,50,20,0,0,20,2, , ,3,3,3,2,6,3,-9,4,4,37,20,1,1,3,2,2,1,4,4,3,4,2,4,4,2,2,2,3,4,4,2,3,1,2,4,2,4,4,3,3,2,4,3,3,4,2,2,4,2,2,4,4,4,2,2,3,3,2,4,3,3,2,3,3,5,5,4,4,1,4,6,4, , , , , , ,2,1,5,2,4,3,3,5,5,5,3,3,4,3,4,4,3,1,2,4,2,2,3
26794,1,201430,4,2,4,5,3, , ,1,2,2,2,1,1,4,1,1,3,1,-7,-7,5,6,7,2,1,7,2,6,6,2,6,7,6,7,5,5,4,4,2,5,2,6,3,5,2,4,3,5,3,2,5,2,2,5,5,3,4,4,1,4,2, ,1,1,5,5,90,60,10,1,100,1,3,2,1,3,1,1,5,2,8,5,4,40,30,3,8,4,4,3,1,4,4,2,3,2,4,3,1,2,3,2,4,3,2,4,2,2,4,2,4,4,2,4,1,4,4,3,4,1,1,3,1,2,4,3,4,2,3,4,3,2,4,2,4,2,4,6,6,6,7,7,2,4,6,4,1,2,2,1,3,4,2,1,5,2,5, , , , , , , , , , , , , , , , , , 
26794,2,201417,4,2,4,4,3, , ,1,2,2,4,2, ,5,1,1,2,1,3,4,3,3,4,2,3,2,3,7,3,1,2,6,5,5,5,3,4,3,3,3,-7,4,3,3,3,3,3,4,3,2,3,3,3,6,6,3,3,4,1,4,2, ,1,1,5,4,40,25,1,0,75,1,3,3,1,3,1,1,4,3,7,5,4,40,25,2,8, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,6,3,6,7,7,3,2,6,4,2,3,3,2,4,4,3,3,3,3,4, , , , , , , , , , , , , , , , , , 
26910,1,201417,3,2,2,2,1,2, ,2,1,2,2,2, ,2,3,1,1,1,7,7,7,7,7,5,3,4,7,7,7,1,4,7,7,7,7,7,1,7,1,1,-7,7,4,7,4,4,4,7,1,1,4,4,4,7,2,3,5,2,1,4,2, ,1,5,5,5,70,0,0,0,0,1,1,2,2,3,1,2,7,4,7,3,4,40,20,2,8, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,7,7,4,7,5,1,7,7,2,1,2,3,4,4,4,1,1,4,1,4, , , , , , , , , , , , , , , , , , 
26910,2,201417,3,2,2,2,1,2, ,2,1,2,2,1,3,2,1,1,1,1,7,7,7,7,7,7,1,7,7,7,7,1,7,7,7,7,7,7,1,7,1,1,-7,4,4,4,4,4,4,4,4,4,4,4,4,7,2,2,5,2,1,4,2, ,1,4,4,5,70,0,0,0,50,1,1,2,2,3,1,2,7,4,7,3,4,40,20,3,8, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,4,3,4,1,1,1,1,4,1,5, , , , , , , , , , , , , , , , , , 
26986,1,201417,6,2,4,4,3, , ,-7,1,2,4,2, ,3,2,1,4,1,3,5,6,5,7,5,6,6,5,5,6,2,7,6,6,5,6,4,2,6,2,3,3, , , , , , , , , , , , ,5,2,5,4,1,1,4,1,2,1,1,4,5,70,95,95,40,100,1,2,2,1,3,1,2,10,2,9,6,4,32,20,3,6,3,2,2,1,4,4,1,3,2,3,1,2,2,5,3,4,4,3,4,1,2,2,3,4,4,3,4,2,2,2,3,4,2,4,3,2,2,5,3,4,2,2,3,4,3,4,4,4,1,2,7,7,6,6,5,4,3,7,5, , , , , , ,2,1,5,2,5,4,4,2,2,5,4,6,5,5,5,2,2,1,4,2,4,3,2
27117,2,201417,5,3,4,5,3, , ,-7,3,2,4,2, ,3,2,1,4,1,5,6,6,4,5,3,3,3,6,5,6,1,5,5,5,4,7,7,1,5,1,2,-7, , , , , , , , , , , , ,6,2,1,2,1,1,4,2, ,1,1,1,3,50,90,10,0,100,1,1,3,1,3,1,3,5,2,10,6,4,40,32,3,6,3,2,1,1,2,3,2,4,2,4,1,1,4,2,3,3,2,4,4,1,5,2,3,4,3,4,3,1,2,2,3,4,4,4,2,2,3,4,4,4,2,2,2,2,3,2,3,2,3,2,4,4,3,5,4,1,2,4,1, , , , , , ,4,3,2,3,3,2,4,4,4,4,4,5,4,4,4,4,4,1,2,3,2,1,2
27208,1,201417,4,2,4,4,3, , ,2,3,2,4,2, ,4,1,1,2,1,6,6,6,6,7,5,4,7,6,6,6,4,3,7,6,7,5,1,2,6,5,3,3,4,5,2,4,4,5,6,4,2,1,4,2,6,4,3,3,1,1,4,1,2,1,1,1,4,100,95,50,10,100,1,1,3,1,4,2,2,6,4,9,6,1,30,30,2,9,3,3,3,3,5,4,2,3,1,4,3,1,1,4,3,5,5,1,3,1,3,5,3,3,3,1,3,3,3,3,2,5,1,1,5,3,1,3,3,2,1,1,5,5,1,5,1,5,1,5,7,7,7,7,7,1,4,7,6,1,2,3,1,1,1,1,1,5,2,5, , , , , , , , , , , , , , , , , , 
27217,1,201417,2,1,2,2,1,2, ,2,4,2,2,2, ,3,1,1,1,1,1,1,3,3,6,1,3,4,1,5,4,1,1,4,5,4,4,6,5,4,2,3,-7, , , , , , , , , , , , ,5,4,3,4,2,1,4,2, ,1,4,1,1,75,0,0,0,0,2, , , , , ,2,6,4,-9,6,4,60,40,2,1,3,4,1,5,3,5,5,4,3,3,4,1,4,4,1,4,3,2,4,2,4,3,2,4,3,2,4,2,4,3,1,5,3,1,5,2,3,4,3,5,2,2,3,3,1,3,1,3,2,3, , , , , , , , , , , , , , , ,3,2,4,2,4,2,2,5,1,3,3,3,4,5,3,2,7,1,3,4,1,1,1
27450,2,201417, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,7,7,3,7,2,1,-9, , , , , , , , , , , , ,5,6,2,5,4,1,3,1,2,1,1,1,5,15,5,0,0,80,1,1,3,1, , ,2,11,2,6,2,4,0,0,2,9,4,1,4,1,5,5,2,4,1,5,2,3,4,4,1,5,3,2,3,1,5,5,3,5,3,2,4,2,5,4,2,5,5,1,5,2,2,4,4,4,1,3,3,3,3,5,2,5,1,4,1,1,1,1,1,1,1,1,1, , , , , , ,3,1,3,1,5,4,4,4,4,5,4,7,1,7,4,1,1,3,4,4,2,3,3
27578,2,201417,5,2,4,5,3, , ,1,3,2,5,2, ,2,1,1,3,1,4,6,-7,6,6,-7,-7,6,5,6,6,-7,6,6,5,6,6,7,1,6,4,3,-7, , , , , , , , , , , , ,7,1,2,5,1,1,4,2, ,1,1,1,5,80,80,0,0,90,1,2,3,1,3,1,2,12,2,9,7,5,0,0,2,9,3,2,3,1,5,4,1,4,1,3,1,1,2,5,4,5,4,2,4,1,3,4,3,5,4,2,4,1,2,4,1,5,2,2,3,1,2,5,3,5,2,3,4,4,2,4,2,4,1,3, , , , , , , , , , , , , , , ,1,1,6,1,5,5,5,3,5,5,4,6,5,2,4,3,1,1,5,3,2,3,3
27581,1,201417,2,2,3,2,2, , ,1,4,2,3,2, ,2,3,1,1,3,1,1,4,6,3,1,1,1,1,6,4,1,1,6,6,2,6,5,2,5,2,2,-7, , , , , , , , , , , , ,3,5,1,4,1,1,4,2, ,1,1,1,4,50,0,0,0,10,2, , , , , ,2,9,1,-9,6,4,36,24,2,6,2,5,2,3,3,4,4,3,2,2,2,4,3,5,2,4,4,4,3,2,4,4,2,4,2,4,3,4,4,4,3,4,3,2,3,3,2,4,4,3,4,3,2,4,3,4,4,3,4,3, , , , , , , , , , , , , , , ,2,2,3,3,3,5,3,3,5,3,2,5,4,5,5,3,4,1,4,4,2,2,2
27689,1,201417,4,2,4,4,3, , ,2,2,2,4,2, ,3,2,1,3,3,5,6,6,6,6,3,5,6,6,6,4,2,4,6,6,5,6,6,5,6,5,2,-7, , , , , , , , , , , , ,6,2,2,4,1,1,3,2, ,1,1,1,5,80,100,100,0,100,1,2,3,1,4,1,2,11,2,9,4,5,0,0,3,8,2,2,3,1,5,4,1,3,1,5,3,3,1,4,4,3,4,1,3,2,4,4,4,3,4,2,2,4,2,3,2,3,1,2,3,3,2,4,4,3,2,4,4,4,2,3,4,3,2,3, , , , , , , , , , , , , , , ,2,1,5,1,5,5,4,5,5,5,3,5,4,4,4,5,5,3,3,5,2,2,2
27729,1,201417,4,2,4,4,1,1,3,-7,-9,2,4,2, ,3,1,1,2,1,1,1,1,6,1,1,1,1,1,5,1,1,1,7,1,1,7,7,1,7,1,1,-7, , , , , , , , , , , , ,6,1,4,2,1,1,4,2, ,2,1,1,1,50,100,100,0,100,1,2,2, , , ,2,13,2,-9,4,5,0,0,2,1,2,3,1,2,5,1,4,2,3,4,1,2,1,2,2,4,5,1,3,1,2,3,4,4,5,3,5,3,3,3,3,4,2,2,1,2,2,4,4,5,1,1,2,4,1,5,3,4,1,2, , , , , , , , , , , , , , , ,1,1,5,1,6,1,1,3,4,3,1,1,1,1,1,1,1,4,5,2,4,4,3
27754,1,201428,4,2,3,3,2, , ,-7,2,2,3,2, ,3,1,1,3,1,-7,-7,7,7,6,1,4,7,1,7,6,1,-7,7,7,6,6,2,1,6,4,2,1, , , , , , , , , , , , ,6,1,5,4,2,1,4,2, ,3,1,3,4,80,100,100,0,100,2, , ,1,3,1,2,10,2,9,6,4,36,20,2,6,2,4,4,3,4,4,2,3,2,4,3,1,1,5,3,4,4,1,4,1,3,4,3,4,4,2,4,1,3,3,2,5,1,1,4,1,1,5,3,4,1,4,4,4,1,3,3,4,1,3, , , , , , , , , , , , , , , ,1,1,5,1,5,3,3,5,5,5,4,5,4,4,4,4,3,1,2,3,4,1,1
27754,2,201444,4,2,3,2,2, , ,2,2,2,3,2, ,3,2,1,3,1,1,1,6,7,7,1,4,5,1,7,7,1,1,7,7,5,7,2,1,7,2,2,2, , , , , , , , , , , , ,6,1,5,4,2,1,4,2, ,3,1,3,5,10,100,100,0,100,2, , ,1,3,1,2,10,2,9,6,4,36,36,2,6,4,2,3,1,4,5,1,4,1,4,3,1,1,4,4,4,4,2,4,1,3,3,2,4,5,3,4,2,2,3,4,5,2,2,4,1,1,4,2,5,1,3,3,4,2,3,2,4,1,2, , , , , , , , , , , , , , , ,1,1,5,1,5,4,2,5,4,5,4,4,4,5,5,4,2,3,3,2,4,1,1
27798,1,201417,4,2,3,3,2, , ,-7,2,2,3,2, ,4,2,1,1,1,2,5,5,6,6,4,3,5,2,6,5,5,4,6,5,5,5,2,1,5,2,2,-7,6,5,4,2,2,5,6,4,2,3,2,4,5,6,3,4,2,1,4,2, ,1,1,1,4,70,70,50,10,90,2, , ,2,4,2,2,4,2,8,6,4,37,20,3,9, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,5,5,5,6,5,5,3,5,4,1,3,3,2,1,2,2,2,5,3,4, , , , , , , , , , , , , , , , , , 
27831,1,201417,5,2,4,4,3, , ,2,2,2,3,2, ,2,1,1,2,2,1,6,6,6,2,4,1,6,1,6,6,5,6,6,5,4,7,7,1,7,1,1,-7,4,3,3,1,2,4,4,4,4,4,4,4,4,2,2,1,1,1,4,1,1,1,1,1,1,30,95,0,0,99,2, , ,1,2,1,2,6,3,10,7,4,40,32,1,9, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,5,4,2,3,3,2,1,4,2,4, , , , , , , , , , , , , , , , , , 
27831,2,201417,5,2,5,4,2, , ,-7,1,2,3,2, ,3,1,2, ,2,4,7,7,7,5,7,1,1,4,7,7,6,5,7,7,2,4,2,1,5,5,7,-7,5,5,3,1,5,5,5,5,3,1,3,1,4,5,2,3,1,1,4,1,1,1,1,4,3,50,90,50,5,99,2, , ,1,4,1,1,6,4,9,7,4,40,32,3,1,3,4,3,2,4,4,3,4,1,3,3,3,2,4,1,4,3,1,3,3,2,4,2,4,5,1,4,2,4,3,2,4,1,3,3,2,1,5,3,3,1,4,3,3,2,3,2,3,1,4,6,6,6,6,6,6,4,4,6,1,2,3,2,2,2,2,1,3,1,5, , , , , , , , , , , , , , , , , , 
27848,1,201417,4,2,4,4,3, , ,-7,3,2,3,2, ,3,1,2, ,2,-7,2,-7,4,7,-7,3,4,2,7,5,-7,6,7,5,4,4,2,4,6,1,2,2, , , , , , , , , , , , ,5,1,3,3,1,1,4,2, ,3,1,1,4,70,50,0,0,50,1,1,3,2,3,1,2,13,2,7,4,1,5,5,3,4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,1,5,1,5,5,3,3,2,4,4,6,5,2,4,3,2,1,5,5,4,3,3
27879,1,201417,3,2,1,2,2, , ,2,5,1,2,2, ,2,1,2, ,4,1,5,6,7,7,1,1,1,1,7,7,1,6,7,1,7,7,7,1,7,1,1,-7,4,4,1,3,2,5,5,3,1,4,4,1,4,3,1,5,1,1,4,2, ,1,5,4,4,50,1,1,0,1,1,1,4,3,3,1,3,5,3,9,4,2,40,20,2,9, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,7,7,5,7,5,1,4,7,6,1,1,3,1,1,4,3,1,4,3,5, , , , , , , , , , , , , , , , , , 
28026,1,201430,1,2,3,3,2, , ,-7,-9,1,3,2, ,4,2,2, ,4,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7, , , , , , , , , , , , , , , , , , , ,7,2,4,5,1,1,1,2, ,1,2,1,2,60,0,0,0,0,1,-9,5,1, , ,1,5,4,-9,5,4,0,0,4,9, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,5,3,3,3,4
28048,1,201417,6,2,3,4,2, , ,2,1,2,3,2, ,4,2,1,2,2,2,6,5,6,6,6,1,5,2,6,6,1,4,7,5,4,5,3,2,6,4,2,2, , , , , , , , , , , , ,4,2,3,4,2,1,4,2, ,1,1,3,5,55,60,25,2,75,1,1,3,2,3,1,2,9,2,10,6,4,32,20,3,6,3,4,3,2,4,4,4,4,3,4,3,3,1,4,3,3,4,1,4,3,3,4,3,3,5,1,3,3,4,4,2,4,2,1,3,3,2,4,3,3,1,4,4,3,2,3,3,4,1,4,4,5,6,5,6,6,4,6,3, , , , , , ,1,1,4,1,5,6,2,4,7,7,2,6,7,3,3,5,2,1,2,4,3,2,2
28075,1,201417,-9, ,4,4,3, , ,-7,1,2,4,2, ,4,1,1,-9,1,-7,-7,6,7,7,4,6,7,-7,7,6,6,-7,7,6,6, , , , , , , , , , , , , , , , , , , ,5,2,1,4,1,1,4,2, ,1,1,1,5,65,25,12,95,95,2, , , , , ,2,7,3,-9,4,4,38,38,3,1,4,4,4,1,5,4,2,4,3,4,2,1,3,4,3,4,4,1,3,2,3,5,3,4,3,1,3,2,3,4,1,4,3,5,2,2,3,4,4,4,3,4,2,3,2,4,3,4,3,5,7,7,7,7,7,7,3,4,6, , , , , , ,1,1,5,2,5,6,4,2,4,4,4,6,5,2,2,3,4,1,2,4,1,1,1
28144,1,201417,5,2,3,5,3, , ,2,2,2,4,2, ,3,1,1,3,1,4,7,6,7,7,1,1,7,7,7,4,3,7,7,7,7,6,6,1,5,2,6,-9, , , , , , , , , , , , ,7,4,3,5,1,1,4,2, ,3,1,3,3,100,100,0,0,0,1,1,5,1,3,1,3,6,4,10,5,4,40,24,3,1,4,2,2,2,3,3,2,3,1,4,2,1,3,4,3,4,2,1,3,2,4,2,3,4,1,4,3,4,4,4,1,4,3,2,2,1,3,4,3,4,3,4,4,4,3,3,3,3,3,3,7,7,7,7,7,3,3,6,7, , , , , , ,2,2,4,4,3,4,4,4,4,4,4,4,4,3,3,3,3,1,3,5,2,3,3
28144,2,201417,5,2,4,5,3, , ,1,1,2,4,2, ,3,1,1,3,1,7,7,4,7,7,7,3,7,5,7,2,2,7,7,7,6,6,6,6,6,6,6,3, , , , , , , , , , , , ,7,2,3,4,1,1,4,2, ,1,1,1,5,100,100,0,0,0,1,1,5,2,2,1,2,6,4,10,4,4,40,24,3,1,4,2,3,2,4,4,3,4,1,4,2,2,2,3,2,4,4,2,4,1,3,2,4,4,4,2,3,3,4,3,2,4,2,3,3,2,1,4,3,3,2,3,3,4,2,3,2,4,2,3,7,7,7,4,6,4,3,6,6, , , , , , ,1,1,5,2,5,4,3,4,3,4,4,5,4,3,4,3,3,1,4,2,3,1,1
28188,1,201427,3,2,3,2,1,2, ,2,4,2,3,2, ,3,2,2, ,2,5,7,5,4,4,3,1,4,5,6,5,2,5,6,5,4,1,7,1,7,2,1,-7,1,1,6,4,4,3,4,3,2,4,5,4,6,3,2,4,1,1,4,1,2,1,4,4,2,30,50,0,0,80,1,1,3,1, , ,2,6,3,9,5,4,38,24,2,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,2,4,2,1,2,3,1,5,2,5, , , , , , , , , , , , , , , , , , 
28258,1,201417,4,2,4,4,3, , ,-7,2,2,3,2, ,4,1,1,2,1,3,7,7,7,5,7,2,7,3,7,7,4,5,7,6,7,7,7,4,4,2,2,-7, , , , , , , , , , , , ,4,2,2,4,1,1,2,2, ,1,1,1,4,75,50,50,10,100,1,-9,3,2,3,2,2,5,3,8,5,4,38,24,3,1,5,1,3,2,4,3,1,4,1,5,2,2,2,3,3,3,3,3,3,2,2,2,4,4,4,3,3,2,3,3,3,4,2,3,3,2,2,3,4,3,2,3,2,3,2,3,3,3,1,3,7,5,7,5,5,1,3,7,1, , , , , , ,1,1,5,1,5,3,3,3,1,1,3,5,4,2,3,3,2,3,3,2,2,1,2
28258,2,201417,4,2,4,4,2, , ,-7,2,2,1,2, ,4,1,1,2,2,3,6,7,5,6,7,5,6,3,5,6,3,2,6,4,6,6,4,6,6,3,2,-7, , , , , , , , , , , , ,6,2,2,4,1,1,2,2, ,1,1,1,4,70,100,40,5,100,1,1,3,1,3,2,2,4,2,8,5,4,38,32,3,8,4,3,4,3,4,4,2,4,2,4,3,2,2,3,3,4,4,3,3,2,3,4,3,3,4,2,3,3,4,4,2,4,2,2,3,2,1,4,4,4,1,2,3,4,3,3,4,4,3,4, , , , , , , , , , , , , , , ,2,1,4,2,5,5,5,3,5,4,5,5,5,3,3,4,5,2,2,3,3,1,3
28294,1,201417,5,2,3,4,3, , ,1,1,2,4,1,4,4,2,1,3,1,-7,-7,4,5,6,3,2,6,-7,6,5,3,-7,6,7,7,3,3,3,5,4,5,-7, , , , , , , , , , , , ,6,2,3,3,1,1,3,2, ,1,1,4,4,90,100,100,20,100,2, , ,1,4,3,2,5,2,10,6,4,40,36,3,8,4,2,2,1,5,5,2,4,1,4,2,2,1,5,3,4,4,2,4,2,3,4,2,4,2,3,4,2,3,4,4,4,2,3,3,2,1,5,3,4,1,4,3,4,2,3,3,3,2,4,5,5,6,6,6,2,4,2,3, , , , , , ,2,2,4,1,4,1,4,2,1,5,4,6,2,1,2,4,4,3,2,1,2,2,1
28294,2,201417,5,2,3,4,3, , ,1,2,2,4,1,4,3,2,1,2,1,2,2,6,5,7,6,5,7,4,5,5,2,5,6,6,6,5,5,3,3,3,2,-7, , , , , , , , , , , , ,4,4,5,3,1,1,4,2, ,1,4,4,3,50,100,100,0,100,2, , ,1,2,2,2,5,3,10,6,4,40,32,2,6,3,3,3,2,4,4,2,3,2,4,3,1,3,3,2,4,4,3,4,1,3,3,2,4,3,3,4,2,3,3,2,4,2,3,4,2,2,4,2,4,1,2,3,4,2,4,3,4,2,2,6,5,7,6,6,6,4,6,4, , , , , , ,2,1,4,1,5,5,4,3,2,4,4,5,4,3,3,4,3,3,2,3,1,2,2
28432,1,201427,-9, ,2,2,1,2, ,-7,1,2,2,2, ,3,2,2, ,2,3,6,6,6,7,7,3,7,5,7,7,5,5,7,5,7, , , , , , , , , , , , , , , , , , , ,2,4,2,4,2,1,3,2, ,1,1,1,3,40,0,0,0,100,1,1,3,2,4,1,2,8,4,-9,5,4,40,25,3,8,4,4,2,1,3,4,4,5,1,4,1,4,1,4,4,3,4,3,4,1,3,3,3,3,5,3,3,5,1,4,1,5,1,3,4,2,2,5,5,3,1,3,2,2,2,5,4,3,1,3,7,7,7,7,7,5,6,7,6, , , , , , ,1,1,5,1,5,6,4,5,3,5,2,6,4,4,4,4,4,4,3,5,3,2,1
28432,2,201417,4,2,1,1,1,1,1,-7,2,2,1,2, ,2,1,2, ,3,3,5,5,6,7,7,5,7,3,7,6,5,6,7,1,7,6,6,6,6,5,4,-7, , , , , , , , , , , , ,1,6,1,3,3,1,3,2, ,1,1,1,4,70,50,50,0,100,1,3,3,2,3,1,2,8,4,8,4,4,40,20,2,8,5,1,5,1,5,5,1,5,1,5,4,1,5,4,1,5,3,1,4,1,5,5,2,5,3,3,4,3,3,5,1,5,5,1,3,1,3,5,3,5,3,3,3,5,4,3,3,4,3,5, , , , , , , , , , , , , , , ,3,1,4,2,5,4,4,4,4,5,1,7,4,1,4,3,6,4,3,4,3,1,1
28432,3,201427, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,7,7,1,7,1,1,-7, , , , , , , , , , , , ,4,1,2,4,2,1,3,2, ,1,1,1,4,40,0,0,0,100,2, , ,2, , ,2,3,4,-9,5,4,40,30,2,1,3,5,3,3,3,4,5,3,3,3,3,2,2,3,3,3,3,3,3,1,3,3,3,3,3,3,3,3,3,3,3,5,3,2,3,3,2,3,3,4,2,2,2,2,2,2,3,4,2,2,7,7,7,7,5,1,5,7,2, , , , , , ,2,1,4,3,4,1,1,5,3,7,1,4,4,4,4,4,4,4,3,2,3,4,2
28432,4,201427, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,7,7,1,7,1,1,-9, , , , , , , , , , , , ,2,1,1,4,1,1,1,2, ,1,1,1,3,40,0,0,0,100,2, , ,2, , ,3,2,4,-9,3,5,10,10,2,1,1,3,3,1,1,3,2,2,2,3,1,2,3,5,5,3,3,3,2,3,3,3,5,4,2,3,3,5,2,5,2,5,3,3,2,3,5,5,5,3,5,5,2,3,5,3,5,3,5,4, , , , , , , , , , , , , , , ,1,2,4,3,3,1,1,7,7,7,1,7,7,1,4,4,4,4,2,3,2,2,1
