nohhold,nomem,weeknr,inkhh,inknorm,inkrond,finsitu,inkeven,inkaank,inksec,loan1,loan2,loan3,ink25a,ink25b,ink25c,ecsit,zinvol,opzij,hoevopzy,opzij12,spaarm01,spaarm02,spaarm03,spaarm04,spaarm05,spaarm06,spaarm07,spaarm08,spaarm09,spaarm10,spaarm11,spaarm12,spaarm13,spaarm14,spaarm15,spaarm16,spaar1,spaar2,spaar3,spaar4,spaar5,spaar6,beschryf,toek01,toek02,toek03,toek04,toek05,toek06,toek07,toek08,toek09,toek10,toek11,toek12,uitgeven,plannen,periode1,bijhoud,potjes,pin1,pin2,chip1,chip2,autom,foon,smart,intern,zon,her1,her2,her3,her4,baby,plan,uitspr,hhrela,beslis,geldh,geluk,kenltd,kenhh,kenink,kenopl,kenwerk,manuur,vrouwuur,kunde,advies,con01,con02,con03,con04,con05,con06,con07,con08,con09,con10,con11,con12,con13,con14,con15,con16,con17,con18,con19,con20,con21,con22,con23,con24,con25,con26,con27,con28,con29,con30,con31,con32,con33,con34,con35,con36,con37,con38,con39,con40,con41,con42,con43,con44,con45,con46,con47,con48,con49,con50,work01,work02,work03,work04,work05,work06,work07,work08,work09,jeugd1,jeugd2,jeugd3,jeugd4,jeugd5,jeugd6,MHI001,MHI002,MHI003,MHI004,MHI005,toek01_x,toek02_x,toek03_x,toek04_x,toek05_x,toek06_x,toek07_x,toek08_x,toek09_x,toek10_x,toek11_x,toek12_x,jeugd1_x,jeugd2_x,jeugd3_x,jeugd4_x,jeugd5_x,jeugd6_x
69211,1,201417,5,2,3,3,1,2, ,2,3,2,3,2, ,3,1,2, ,1,5,7,4,4,4,2,5,4,5,6,6,2,4,4,2,4,5,3,4,4,4,4,-7,4,3,5,4,3,5,6,4,2,4,3,4,4,4,2,3,1,1,3,2, ,1,1,1,5,60,100,90,80,100,1,1,2,1,3,1,2,7,3,10,6,4,40,20,2,8,4,3,3,2,3,4,2,3,2,4,2,4,2,4,3,4,4,2,4,2,3,4,2,4,4,2,4,2,2,4,2,4,2,2,4,2,1,4,3,4,1,4,3,4,2,4,3,4,1,4,6,6,6,6,5,1,4,6,4,1,2,4,2,3,3,1,1,5,1,5, , , , , , , , , , , , , , , , , , 
69211,2,201417,5,2,3,3,2, , ,2,3,2,3,2, ,2,1,2, ,1,5,6,6,5,6,5,6,4,6,6,6,3,4,5,4,5,4,6,2,3,2,1,-7,5,4,3,4,4,3,4,4,2,5,4,4,4,4,2,3,2,1,3,2, ,1,1,1,4,70,90,50,30,100,1,1,2,1,4,1,2,7,3,9,5,4,40,20,2,8,2,2,4,2,3,4,2,3,1,4,2,2,2,4,2,4,4,2,4,1,2,3,3,4,4,4,4,2,2,4,2,3,2,3,4,2,2,4,4,4,1,4,3,4,2,4,2,4,2,3,4,4,4,5,4,1,4,6,2,1,3,3,2,2,2,3,2,3,2,4, , , , , , , , , , , , , , , , , , 
69216,1,201417,5,2,4,3,2, , ,2,3,2,3,1,4,4,1,2, ,1,2,3,6,7,6,5,2,6,1,7,6,2,3,6,6,3,7,3,1,6,3,4,-7,6,4,2,1,5,4,6,5,2,2,3,3,2,5,3,4,1,1,4,1,2,1,1,5,5,60,90,40,20,95,1,1,3,1,2,2,1,4,2,8,7,4,40,32,2,8,2,5,1,1,3,4,4,3,1,3,4,1,4,5,1,4,3,1,3,2,2,3,2,4,4,2,3,2,4,3,2,5,2,4,3,2,4,4,3,3,4,4,3,3,4,2,4,3,2,3,7,6,7,7,7,6,2,5,6,1,5,4,2,2,3,1,1,5,2,5, , , , , , , , , , , , , , , , , , 
69257,1,201417,2,2,3,4,3, , ,-7,3,2,4,2, ,2,3,2, ,-9,-7,-7,5,4,4,2,3,2,2,3,-7,-7,-7,2,1,1,1,6,1,1,1,1,-7, , , , , , , , , , , , ,4,2,1,4,1,1,2,2, ,1,1,1,1,50,100,5,0,100,2, , , , , ,3,8,2,-9,5,4,32,28,1,6,2,2,5,1,5,4,3,4,1,5,1,3,4,3,4,3,4,5,2,1,4,3,5,3,4,4,1,2,4,3,2,3,3,4,1,3,3,2,5,3,2,3,1,1,3,5,5,3,2,2, , , , , , , , , , , , , , , ,2,1,4,2,4,1,1,6,6,4,1,2,2,4,5,6,7,4,5,2,3,2,3
69274,1,201417,5,2,3,4,2, , ,-7,2,2,2,2, ,2,1,1,2,3,5,7,5,5,7,2,2,2,5,6,4,2,5,6,2,5,7,2,5,5,2,2,4, , , , , , , , , , , , ,4,6,3,4,2,1,3,1,3,1,1,3,4,50,100,30,2,100,1,3,3,1,3,1,2,5,3,9,6,4,40,20,3,8,3,4,1,1,5,5,3,4,1,3,4,1,3,3,2,4,4,1,4,1,4,4,3,4,4,2,3,2,3,4,1,5,3,1,4,2,2,4,3,4,2,3,3,4,3,4,3,4,2,4,7,7,6,7,7,1,1,7,3, , , , , , ,2,2,4,2,4,5,5,1,4,4,5,5,6,4,4,4,4,1,3,4,2,2,3
69341,1,201417,-9, ,2,2,1,2, ,1,4,2,3,2, ,5,2,2, ,3,-7,-7,4,4,4,-7,-7,2,-7,3,4,5,-7,2,5,3, , , , , , , , , , , , , , , , , , , ,5,1,2,3,1,1,2,2, ,1,1,1,5,50,0,0,0,50,2, , , , , ,3,9,2,-9,5,4,32,20,3,8,3,1,4,3,3,3,4,3,2,4,1,3,2,3,4,3,3,2,3,1,4,4,4,4,4,2,2,3,3,5,1,5,3,2,2,2,3,4,4,4,3,2,2,3,3,3,4,3,2,4,3,2,6,5,5,6,3,2,2, , , , , , ,3,3,2,4,3,5,4,3,3,4,3,5,4,3,4,4,3,1,2,4,1,4,3
69428,1,201430,4,2,4,2,1,1,3,2,2,2,4,2, ,3,3,1,2,1,-7,-7,-7,5,3,5,-7,5,3,5,5,-7,3,5,5,5,4,6,5,3,2,2,-7, , , , , , , , , , , , ,5,1,4,3,1,1,3,2, ,1,1,2,5,100,80,50,0,100,2, , , , , ,2,11,1,7,7,4,10,20,2,8,5,4,2,2,4,4,3,3,3,3,1,2,2,5,3,4,4,1,4,2,3,2,4,4,4,1,2,2,3,3,2,4,2,5,2,2,2,5,3,4,1,4,3,4,2,3,4,3,1,2, , , , , , , , , , , , , , , ,2,1,4,1,5,2,2,4,4,5,2,2,3,3,5,4,4,1,3,4,4,4,3
69555,2,201427,4,2,3,3,2, , ,1,-9,2,4,2, ,4,1,1,3,1,5,6,6,6,5,6,5,5,5,5,5,6,6,6,5,5,3,2,6,3,5,5,2, , , , , , , , , , , , ,5,5,2,4,2,1,3,2, ,1,2,2,5,30,50,30,10,80,1,1,2,2,5,7,2,6,4,9,6,1,60,30,3,1,4,3,2,4,4,4,2,4,2,4,5,2,2,4,3,4,4,2,4,1,2,4,2,4,2,2,4,1,2,5,1,5,2,2,5,1,1,5,4,5,1,4,4,3,1,3,1,5,1,5,6,6,6,5,6,6,4,6,6, , , , , , ,2,2,5,2,5,6,4,4,4,4,5,3,4,4,5,3,5,1,1,4,2,3,2
69617,1,201417,5,2,4,4,3, , ,-7,-9,2,2,1,4,-9,1,1,2,1,-7,-7,7,7,7,4,4,7,-7,7,7,7,-7,7,7,4,1,1,1,4,5,5,3, , , , , , , , , , , , ,7,2,3,3,4,1,3,2, ,3,1,1,4,90,98,40,30,100,2, , ,1,3,3,1,8,2,-9,6,4,38,30,2,8, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,4,6,7,7,7,7,2,2,4, , , , , , ,2,2,5,3,5,5,5,3,1,1,5,7,7,3,3,1,1,1,5,5,2,4,4
69683,1,201417,5,2,3,4,3, , ,2,1,2,4,2, ,4,1,1,3,1,6,1,3,6,6,6,6,6,6,6,3,1,1,6,6,6,6,6,1,5,5,5,1,6,6,2,6,6,6,6,5,2,2,2,4,4,4,2,5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
69714,1,201446,4,2,2,2,2, , ,1,4,2,3,2, ,4,2,2, ,2,2,4,5,6,6,3,1,7,2,7,6,4,5,7,6,7,2,6,2,2,2,2,-7, , , , , , , , , , , , ,4,4,2,4,1,1,3,2, ,1,1,3,4,50,80,10,0,80,1,1,3,2,3,1,2,8,4,8,5,4,40,25,2,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,6,6,3,5,3,1,4,5,1, , , , , , ,1,3,3,3,3,5,3,5,5,5,4,6,4,3,5,5,4,4,5,1,4,4,2
69753,2,201417,4,2,4,4,3, , ,2,2,2,4,1,4,4,1,1,3,1,5,5,5,6,6,5,3,6,5,6,5,2,5,7,6,6,6,6,3,5,2,2,-7, , , , , , , , , , , , ,5,2,3,4,1,1,4,2, ,1,1,4,4,50,0,0,0,100,1,1,3,1,3,2,2,6,4,-9,6,4,40,20,2,6, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,2,4,2,5,5,5,3,3,4,4,6,5,3,3,3,3,1,2,1,2,2,2
69800,1,201417,4,2,4,4,3, , ,-7,2,2,4,2, ,3,1,1,3,1,-7,-7,3,6,6,4,3,6,2,6,5,2,-7,6,6,4,6,5,1,6,2,2,-7,3,2,2,2,4,4,5,4,3,4,3,4,6,2,2,3,1,1,3,2, ,1,1,3,4,50,30,0,0,30,2, , , , , ,2,6,2,-9,5,4,40,30,2,6,3,3,3,2,4,4,2,3,2,4,2,2,2,3,3,4,4,3,4,2,3,3,3,4,4,3,3,2,3,3,3,4,2,2,3,2,2,3,4,4,2,3,3,4,2,3,3,3,2,3,6,6,6,6,5,4,3,5,4,1,4,3,2,1,2,2,1,5,2,5, , , , , , , , , , , , , , , , , , 
69826,1,201417,6,2,5,5,3, , ,-7,1,2,5,2, ,5,1,1,5,1,1,1,5,6,1,7,5,5,1,5,1,1,3,7,5,5,6,1,1,5,5,5,3, , , , , , , , , , , , ,7,1,3,4,1,1,4,2, ,1,1,1,5,95,95,80,35,100,1,2,3,1,4,1,1,6,4,10,7,2,40,30,4,8,5,2,5,1,5,5,2,5,1,5,1,1,4,5,1,5,2,1,2,1,5,5,2,5,2,1,2,1,1,5,1,5,3,1,1,1,1,5,1,5,1,5,2,5,2,5,5,5,4,5,7,4,7,7,7,2,1,5,6, , , , , , ,2,1,5,3,5,6,6,1,1,1,5,6,6,1,1,1,1,1,1,1,4,1,1
69826,2,201417,6,2,5,5,3, , ,2,1,2,5,2, ,3,1,1,5,1,5,6,7,7,7,7,5,7,4,6,7,2,4,7,7,6,6,1,1,6,4,5,3, , , , , , , , , , , , ,6,4,3,2,1,1,4,2, ,3,1,1,3,30,90,20,2,100,1,1,3,1,2,2,3,5,4,10,7,4,42,38,2,6,3,1,3,4,4,4,1,3,2,5,1,2,3,5,2,4,3,1,4,2,4,4,4,4,2,2,3,2,4,4,2,4,3,2,1,2,2,4,5,5,2,5,2,5,3,4,4,4,2,3,6,7,7,7,7,7,4,6,6, , , , , , ,3,2,5,2,4,5,5,4,3,3,4,6,5,5,3,4,3,2,5,3,1,2,2
69949,2,201443,4,2,3,2,1,1,1,2,1,2,2,2, ,4,1,2, ,2,5,7,5,7,7,5,4,4,4,7,6,2,6,7,5,6,7,7,2,7,1,1,-7, , , , , , , , , , , , ,5,3,2,4,1,1,4,1,2,1,1,1,4,50,80,80,50,90,1,3,3,2,3,1,1,11,2,8,6,4,20,15,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,2,4,3,4,4,6,1,7,6,2,5,7,1,2,6,1,3,1,3,4,1,2
69969,1,201417,3,2,3,4,2, , ,1,2,2,4,2, ,2,1,1,1,1,1,7,5,4,4,1,1,6,1,7,4,3,1,7,7,6,7,7,1,7,1,1,-7, , , , , , , , , , , , ,3,2,1,5,2,1,3,1,2,1,1,5,5,60,0,0,0,8,2, , ,1,3,1,2,7,4,7,5,4,32,28,2,1,4,4,3,2,3,4,3,4,2,3,2,2,3,3,3,4,5,3,3,2,4,4,4,4,3,3,2,3,3,3,4,5,3,2,1,4,3,3,3,3,1,3,3,4,2,4,5,4,3,2,7,7,6,7,5,4,2,7,6, , , , , , ,4,2,4,2,5,5,5,2,6,4,1,6,3,1,2,1,1,4,2,2,3,2,2
70094,1,201443,-9, ,2,2,2, , ,2,2,2,3,2, ,3,1,1,1,1,2,3,5,5,4,1,2,2,2,5,4,1,5,7,3,4, , , , , , , , , , , , , , , , , , , ,5,2,2,3,2,1,3,2, ,1,1,1,1,70,2,0,0,2,1,2,2,1,3,3,2,6,4,-9,6,4,32,24,2,1,3,4,2,3,4,4,3,3,3,3,3,2,3,4,2,4,4,3,4,2,3,3,2,4,4,3,4,2,3,4,2,4,2,2,4,2,3,4,3,4,3,2,3,3,3,4,2,3,2,3,6,6,6,6,6,3,4,7,3, , , , , , ,2,2,4,2,5,5,4,3,4,5,4,5,5,3,3,3,3,2,1,2,3,3,2
70196,1,201442,1,1,2,3,2, , ,2,4,2,3,2, ,3,2,2, ,4,-7,-7,-7,6,7,-7,6,7,-7,6,7,-7,-7,6,6,5, , , , , , , , , , , , , , , , , , , ,6,3,3,4,2,1,3,2, ,1,1,2,3,10,10,0,0,10,2, , , , , ,2,11,1,1,5,4,0,0,1,1,4,2,4,2,4,4,2,4,2,4,1,4,3,3,3,4,4,3,4,1,3,3,5,4,3,2,4,2,3,3,2,4,2,3,4,2,4,4,4,4,3,3,2,4,3,3,4,4,3,3, , , , , , , , , , , , , , , ,2,2,5,2,5,2,2,6,4,6,2,6,4,6,6,6,6,1,1,5,2,2,1
70320,1,201417,4,2,3,4,3, , ,2,3,2,3,2, ,3,1,1,2,2,4,4,5,5,6,3,5,5,4,6,6,3,5,6,5,6,6,5,2,6,5,4,3, , , , , , , , , , , , ,5,2,2,4,1,1,2,2, ,3,1,1,2,80,60,10,0,80,1,1,3,2,3,1,2,5,4,8,6,4,36,24,2,3,4,2,4,5,4,5,2,4,1,4,3,1,2,4,3,5,5,2,4,1,3,4,3,4,4,1,3,1,1,4,2,4,1,3,3,1,1,4,3,4,1,2,4,3,1,4,3,4,1,3, , , , , , , , , , , , , , , ,1,1,5,1,5,6,6,2,1,7,2,6,4,1,1,2,4,1,4,5,4,3,2
70320,2,201417,3,2,3,3,2, , ,-7,3,2,2,1,4,3,3,2, ,2,1,3,1,5,7,-7,-7,5,1,5,2,-7,3,7,-7,2,6,7,1,6,1,1,3, , , , , , , , , , , , ,5,1,2,4,1,1,2,2, ,3,1,1,4,75,100,100,0,100,1,1,5,1,3,1,2,12,2,8,5,5,0,0,1,8,4,1,1,1,3,5,1,3,2,5,2,1,1,4,4,5,4,2,4,1,2,4,2,5,5,2,3,3,1,3,2,4,1,1,4,2,1,4,5,5,1,3,2,4,1,5,4,4,1,3, , , , , , , , , , , , , , , ,1,1,4,1,4,5,2,2,2,5,2,5,5,2,6,4,2,4,1,2,4,4,4
70328,1,201417,3,2,2,2,1,2, ,1,1,1,2,2, ,4,3,1,1,2,5,5,6,6,4,1,1,5,5,6,6,4,5,5,3,5,4,7,4,4,1,1,-7,1,1,7,5,5,5,4,5,3,5,3,4,4,4,3,3,1,1,3,1,3,3,3,3,4,80,0,0,0,0,1,1,3,1,3,1,1,7,3,6,1,4,40,35,1,1,2,1,1,2,5,5,4,4,1,5,4,3,3,2,3,3,3,3,4,2,1,1,3,3,2,3,5,3,3,4,1,4,1,5,5,4,1,5,3,3,1,1,3,2,2,4,4,3,1,4,1,4,7,5,7,4,2,6,7,4,2,4,1,4,4,1,1,5,1,6, , , , , , , , , , , , , , , , , , 
70328,2,201417,3,2,2,2,1,2, ,1,4,1,3,2, ,5,1,1,1,1,6,6,5,6,6,2,4,5,7,6,5,4,7,7,6,7,2,7,1,6,1,1,-7,6,5,3,3,4,3,6,5,3,2,3,3,4,3,3,4,1,1,4,1,2,1,1,5,5,90,20,0,0,80,1,3,3,1,3,1,2,7,3,8,2,4,40,34,2,6,4,1,4,2,5,4,2,3,3,4,2,1,3,3,2,5,4,3,4,2,3,3,4,5,4,4,3,5,3,3,3,4,3,4,4,2,3,4,4,4,3,3,2,4,3,4,4,4,2,3, , , , , , , , , ,1,1,3,1,2,3,3,3,5,2,5, , , , , , , , , , , , , , , , , , 
70333,1,201417,5,2,4,4,3, , ,2,2,2,4,1,4,3,2,1,2,1,4,5,5,4,5,5,4,5,4,5,4,4,4,5,5,5,5,5,2,4,3,3,-7, , , , , , , , , , , , ,6,3,5,3,2,1,3,1,3,1,1,4,4,60,20,0,0,80,1,-9,3,2,3,2,2,6,4,-9,5,4,36,24,2,1,2,2,3,2,4,4,2,3,2,4,2,2,2,4,3,3,3,2,2,2,4,3,4,3,3,2,2,2,2,4,3,4,2,3,2,2,2,4,4,3,2,4,2,2,3,4,4,3,2,3,4,4,5,4,5,3,4,4,4, , , , , , ,2,2,4,2,4,3,3,4,4,3,3,5,4,2,3,3,3,1,1,5,4,1,2
70333,2,201417,5,2,3,3,2, , ,-7,-9,2,3,2, ,3,1,1,2,1,3,6,5,6,5,4,3,4,2,6,5,-7,4,6,4,4,5,5,2,4,4,3,-7,4,4,4,4,4,4,5,4,3,4,4,4,4,5,3,3,1,1,3,1,2,1,2,1,4,50,0,0,0,100,1,-9,5,2,3,2,2,6,4,-9,5,4,40,28,1,1,3,4,3,2,4,4,3,3,3,4,2,2,4,4,2,3,2,3,4,2,4,3,4,4,3,3,3,3,4,3,3,4,3,3,2,3,3,4,4,3,2,4,2,3,4,3,4,4,3,2,6,6,5,5,3,1,4,6,4,1,4,4,4,2,2,2,1,4,2,5, , , , , , , , , , , , , , , , , , 
70434,1,201417,5,2,3,2,1,1,2,-7,2,2,4,2, ,3,4,1,2,1,1,2,2,7,2,2,1,2,1,7,2,1,2,7,7,2,4,5,1,5,3,3,-7,5,4,4,4,4,5,5,4,3,3,3,4,5,5,2,3,1,1,3,1,2,1,1,4,4,60,75,0,0,100,1,1,5,1,4,1,2,5,4,10,6,4,40,28,2,6,4,2,4,2,5,4,2,4,2,4,3,4,2,4,3,3,4,2,3,4,4,4,4,4,4,2,4,3,4,3,3,4,2,2,4,3,2,4,4,4,2,4,4,4,4,4,3,4,2,3,7,7,7,7,6,6,7,7,7,1,3,4,1,1,2,2,1,5,2,5, , , , , , , , , , , , , , , , , , 
70434,2,201417,4,2,3,1,1,1,2,-7,2,2,3,2, ,3,1,2, ,2,7,7,6,6,5,5,-7,4,6,6,6,-7,6,7,6,6,6,2,1,6,2,2,1,4,2,3,2,5,2,6,5,1,2,1,2,6,3,2,2,1,1,4,2, ,1,1,1,4,70,50,0,0,100,1,1,3,1,3,2,2,5,4,-9,7,4,40,24,1,8,3,5,1,4,3,4,5,5,3,3,1,1,5,5,1,5,1,3,3,1,5,3,3,5,1,3,4,1,1,3,3,5,2,2,1,1,3,4,5,5,3,5,1,5,2,4,3,5,3,3,7,5,7,7,7,7,2,7,2,1,4,4,2,2,2,3,1,4,3,5, , , , , , , , , , , , , , , , , , 
70479,1,201417,3,1,3,3,2, , ,-7,-9,2,2,2, ,3,2,1,-9,2,4,5,7,6,5,4,2,4,5,5,7,2,4,5,6,5,5,6,5,5,5,4,1, , , , , , , , , , , , ,4,3,5,2,1,1,4,2, ,1,1,1,3,80,70,0,0,100,1,1,3,1,2,1,1,6,3,-9,7,4,36,20,2,8,2,1,1,2,4,4,1,4,1,4,1,1,4,4,4,4,4,1,3,1,4,3,4,4,4,2,4,1,3,3,3,5,3,3,2,1,2,4,4,4,2,4,3,4,3,4,4,3,2,3,1,1,6,5,6,7,6,2,1, , , , , , ,1,2,4,2,5,5,5,3,3,3,4,6,5,3,2,4,4,4,5,1,4,3,2
70479,2,201417,4,2,4,4,3, , ,2,3,2,4,2, ,3,1,1,2,2,7,7,6,6,6,5,5,6,7,6,6,5,4,6,6,7,5,4,4,5,4,4,1, , , , , , , , , , , , ,6,2,3,4,1,1,3,2, ,1,1,3,5,50,70,40,10,80,1,1,2,1,3,1,2,6,3,8,6,4,36,36,2,8,4,2,4,2,4,4,2,3,1,4,3,2,1,4,3,2,4,2,4,2,2,4,3,4,4,2,3,2,2,3,2,4,1,2,3,2,2,4,3,4,2,4,4,4,2,4,3,4,2,4,4,4,5,5,5,5,4,5,5, , , , , , ,2,1,5,2,4,5,5,4,4,4,5,5,3,3,3,4,3,4,5,5,4,1,2
70559,1,201417,4,2,3,4,2, , ,-7,-9,2,3,2, ,3,2,1,1,1,5,6,6,6,6,6,1,6,6,6,6,1,5,6,5,5,4,6,3,5,4,2,-7, , , , , , , , , , , , ,5,1,2,3,1,1,4,2, ,3,1,4,2,80,50,0,0,100,1,1,3,1, , ,2,6,2,8,6,4,40,36,2,1,5,1,3,1,4,4,1,4,1,5,3,1,3,3,2,4,3,2,4,2,4,5,3,4,3,1,2,1,2,3,2,4,3,2,2,1,2,4,3,4,2,2,2,4,2,4,3,4,1,3,7,7,5,6,5,3,3,6,2, , , , , , ,2,2,4,2,5,2,2,5,4,3,1,3,4,2,5,3,2,4,4,1,2,3,1
70827,1,201427,4,2,4,4,2, , ,-7,3,2,3,1,4,4,2,1,3,2,6,5,6,6,5,3,3,5,5,6,6,2,2,7,3,6,6,1,2,7,2,3,2,2,2,5,6,5,6,5,5,3,3,5,4,4,3,4,3,1,1,4,2, ,1,1,3,5,5,75,75,25,75,1,1,2,2,3,1,2,5,3,8,6,4,40,25,3,5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,7,7,7,7,7,7,4,7,5,1,4,4,1,1,1,3,1,4,2,5, , , , , , , , , , , , , , , , , , 
70964,1,201443,4,1,1,2,1,2, ,1,5,2,2,2, ,3,3,2, ,4,1,4,3,6,7,2,3,6,2,6,2,2,2,5,3,2,7,4,1,7,2,2,-7, , , , , , , , , , , , ,6,4,2,3,2,1,2,2, ,1,1,3,3,5,80,20,1,99,1,3,3,2,2,1,2,7,4,9,6,4,36,24,2,6,4,2,3,2,4,4,1,5,1,5,2,2,1,4,2,4,5,1,3,1,2,2,5,4,4,3,3,3,2,4,3,5,1,4,2,2,2,4,5,4,1,1,1,3,2,4,4,2,1,3,7,2,7,7,7,2,1,2,3, , , , , , ,1,1,5,1,5,5,4,4,2,2,4,7,4,3,5,2,3,1,3,4,3,3,3
70964,2,201446,3,1,1,2,1,2, ,1,5,2,4,2, ,4,2,2, ,2,2,4,4,7,7,4,4,7,4,7,4,4,5,7,7,4,7,3,1,7,1,2,-7, , , , , , , , , , , , ,6,4,2,4,2,1,3,1,2,2,1,4,4,20,100,90,10,100,1,3,3,1,3,1,2,6,4,7,5,4,36,24,3,6,2,4,2,3,2,2,4,2,3,4,3,1,4,5,1,5,2,3,5,1,4,4,2,4,2,2,5,2,4,4,2,4,3,3,5,2,2,5,5,4,3,2,2,5,2,3,4,4,4,3,7,4,5,7,5,6,4,4,7, , , , , , ,2,2,4,2,5,6,3,5,4,5,7,6,5,3,3,2,4,1,4,4,3,3,2
71021,1,201433,5,2,4,4,3, , ,2,1,2,5,2, ,3,1,1,2,1,5,7,5,6,3,3,2,6,3,5,5,4,7,6,5,5,6,5,2,6,3,4,-7, , , , , , , , , , , , ,3,5,3,3,2,1,4,1,2,1,1,5,3,10,90,70,30,100,1,3,3,1,2,1,2,6,4,-9,7,4,36,24,2,8,2,4,2,3,2,3,5,3,2,4,3,2,2,5,3,3,4,1,4,2,3,4,2,3,3,1,3,4,5,4,2,5,2,2,3,3,2,5,4,3,2,5,4,4,3,3,3,4,3,4,6,5,4,5,6,1,5,6,4, , , , , , ,2,3,4,3,4,5,2,6,3,4,3,4,5,3,6,4,3,1,5,2,4,2,2
71021,2,201440,-9, ,4,4,3, , ,2,2,2,3,2, ,-9,1,1,2,1,1,6,7,7,7,4,4,7,3,7,7,1,6,7,5,7, , , , , , , , , , , , , , , , , , , ,6,5,1,3,1,1,3,2, ,1,1,1,5,10,100,1,1,100,1,-9,3,1,3,2,2,6,4,-9,7,4,36,30,2,8,3,4,2,3,5,5,2,3,3,5,2,1,4,4,3,5,1,3,3,2,5,5,4,5,1,1,3,1,2,3,3,4,4,1,2,1,4,4,5,4,3,4,1,4,3,4,5,2,4,3, , , , , , , , , , , , , , , ,3,3,3,4,4,4,4,2,4,5,5,6,6,2,2,2,3,4,2,4,3,1,1
71311,1,201417,4,2,3,2,2, , ,1,2,2,3,2, ,3,1,1,2,2,3,4,4,5,3,-7,2,5,2,5,2,-7,2,7,5,5,7,6,1,5,4,1,1, , , , , , , , , , , , ,6,3,2,3,1,1,2,2, ,3,1,1,5,60,0,0,0,50,1,1,3,2,3,1,2,8,3,7,4,4,38,10,2,6,4,1,3,1,4,4,1,4,1,4,2,3,2,3,4,4,4,3,3,2,3,3,3,4,4,4,3,3,2,4,3,3,2,3,3,2,2,4,4,3,2,1,3,4,3,4,3,3,1,3,5,2,6,6,7,5,4,3,2, , , , , , ,1,1,6,2,5,2,3,4,5,5,4,5,5,2,6,4,4,4,5,1,4,3,2
71311,2,201417,3,2,3,3,2, , ,2,2,2,3,2, ,3,1,1,2,1,1,6,4,5,6,-7,3,4,5,6,3,-7,6,6,5,4,7,7,1,6,5,2,-7, , , , , , , , , , , , ,4,5,1,2,1,1,4,2, ,3,1,1,2,50,40,0,0,50,1,1,3,1,3,1,1,8,3,7,4,4,38,15,1,6,3,3,3,2,3,4,3,3,3,3,4,2,3,3,2,4,4,4,4,2,4,3,2,4,4,4,4,2,3,3,2,4,4,3,4,2,2,3,3,4,1,1,4,4,3,3,3,4,2,3, , , , , , , , , , , , , , , ,3,2,4,2,5,4,3,5,5,5,3,5,5,3,5,5,5,4,5,1,3,4,4
71315,2,201417,4,1,3,4,1,1,1,-7,3,2,4,2, ,2,1,1,2,1,5,6,6,6,7,3,6,6,5,6,6,2,6,6,5,5,2,2,2,5,5,1,3, , , , , , , , , , , , ,6,4,2,4,4,1,2,2, ,1,1,1,3,60,90,50,0,100,1,1,5,2,3,1,2,11,2,9,4,4,38,20,1,3,5,2,3,1,4,5,1,4,1,5,3,1,3,3,4,5,5,3,4,1,3,2,3,5,3,3,4,3,3,4,3,3,4,4,5,1,1,3,3,4,3,2,3,4,3,3,3,4,2,3, , , , , , , , , , , , , , , ,2,1,4,1,4,4,5,2,2,2,4,3,4,5,5,5,5,4,3,1,2,1,1
71341,1,201417,2,2,3,2,1,2, ,-7,3,2,2,2, ,4,1,2, ,3,-7,-7,7,7,7,7,7,7,-7,7,7,2,-7,7,6,7,6,5,5,7,3,4,-7, , , , , , , , , , , , ,7,1,5,5,1,1,2,1,1,3,1,1,5,50,100,100,40,100,2, , , , , ,3,10,2,9,7,5,0,0,3,8,2,3,2,1,5,5,1,4,1,3,3,2,3,5,2,4,4,1,4,1,3,5,4,4,3,1,5,1,2,5,1,5,3,1,4,1,3,5,5,4,2,4,1,5,3,5,1,4,3,4, , , , , , , , , , , , , , , ,2,2,5,3,3,7,6,1,1,2,7,7,7,1,1,1,1,1,5,4,4,2,2
