nohhold,nomem,inkhh,inknorm,inkrond,finsitu,inkeven,inkaank,inksec,loan1,loan2,loan3,ink25a,ink25b,ink25c,ecsit,zinvol,opzij,hoevopzy,opzij12,spaarm01,spaarm02,spaarm03,spaarm04,spaarm05,spaarm06,spaarm07,spaarm08,spaarm09,spaarm10,spaarm11,spaarm12,spaarm13,spaarm14,spaarm15,spaarm16,spaar1,spaar2,spaar3,spaar4,spaar5,spaar6,beschryf,toek01,toek02,toek03,toek04,toek05,toek06,toek07,toek08,toek09,toek10,toek11,toek12,uitgeven,plannen,periode1,bijhoud,potjes,pin1,pin2,chip1,chip2,autom,foon,intern,zon,her1,her2,her3,her4,baby,plan,uitspr,hhrela,beslis,geldh,geluk,kenltd,kenhh,kenink,kenopl,kenwerk,manuur,vrouwuur,kunde,advies,con01,con02,con03,con04,con05,con06,con07,con08,con09,con10,work01,work02,work03,work04,work05,work06,work07,work08,work09,jeugd1,jeugd2,jeugd3,jeugd4,jeugd5,jeugd6,jeugd1_x,jeugd2_x,jeugd3_x,jeugd4_x,jeugd5_x,jeugd6_x,toek01_x,toek02_x,toek03_x,toek04_x,toek05_x,toek06_x,toek07_x,toek08_x,toek09_x,toek10_x,toek11_x,toek12_x
20259,1,4,2,3,2,2, , ,1,2,2,3,1,4,3,1,1,2,1,1,1,4,6,7,1,3,7,1,7,4,1,1,7,7,7,7,2,1,7,3,1,-7,3,2,5,4,4,5,6,5,2,5,2,3,6,4,3,3,1,1,4,2, ,1,1,4,70,80,10,0,90,2, , ,1,3,1,1,8,3,9,4,4,40,30,1,4,4,1,3,1,2,1,1,2,1,5,7,7,7,7,6,6,6,7,1,1,4,2,1,3,3, , , , , , , , , , , , , , , , , , 
20319,1,-9, ,3,4,2, , ,-7,2,2,2,1,3,3,1,1,2,1,1,1,5,5,5,5,1,5,1,6,5,1,1,6,6,6, , , , , , , ,6,4,1,5,1,5,4,4,1,1,1,3,5,4,2,4,2,1,3,1,1,1,2,5,85,60,0,0,100,2, , , , , ,2,5,2,-9,6,4,40,32,2,8,5,1,4,1,5,5,1,5,1,5,7,7,7,7,7,1,1,5,3, , , , , , ,1,5,1,3,2,1, , , , , , , , , , , , 
20324,1,4,1,3,4,3, , ,-7,1,2,3,1,3,4,1,1,3,1,7,7,7,6,7,7,4,7,7,7,7,1,7,7,4,4,7,5,1,7,1,1,3,6,6,1,7,4,6,7,7,1,1,1,1,7,1,3,4,2,1,4,1,1,1,5,5,50,100,100,40,100,1,1,2,1,4,1,2,11,2,9,4,5,25,10,3,8,4,3,2,1,4,4,2,4,1,4, , , , , , , , , ,4,4,1,1,4,2, , , , , , , , , , , , , , , , , , 
20394,1,4,2,5,5,3, , ,-7,2,2,4,2, ,3,1,1,3,1,1,1,1,6,4,1,1,3,1,6,1,1,1,6,4,2,1,7,1,1,1,1,-7, , , , , , , , , , , , ,6,2,1,4,1,1,3,1,1,1,1,3,50,100,100,0,100,2, , , , , ,3,11,1,-9,3,5,3,3,2,1,3,3,2,2,4,4,2,4,2,4, , , , , , , , , , , , , , , ,4,5,1,4,4,4,4,4,4,2,4,2,4,4,2,4,2,5
20575,1,5,2,4,4,2, , ,2,2,2,3,2, ,3,2,1,2,2,1,3,1,5,5,7,1,3,1,7,1,1,1,7,1,1,7,7,1,7,7,1,-7,1,1,5,1,1,1,2,2,2,6,4,6,4,2,1,4,1,1,4,2, ,1,1,4,25,0,0,0,0,1,1,3,1,4,1,2,9,4,-9,3,4,36,32,2,8,5,2,5,2,2,5,2,4,2,5,7,7,5,7,6,1,4,7,2, , , , , , ,4,3,2,2,2,2, , , , , , , , , , , , 
20575,2,5,3,4,4,2, , ,2,2,2,3,2, ,3,2,2, ,2,1,4,4,6,7,1,1,4,4,2,1,1,1,6,1,2,6,6,1,7,7,1,1,1,1,1,1,1,1,1,1,5,5,4,1,4,4,4,3,1,1,3,2, ,1,1,4,10,0,0,0,0,1,1,3,2,3,1,3,9,2,-9,2,4,0,0,2,8,4,1,1,1,4,4,2,5,1,5,7,7,5,7,4,1,6,7,2, , , , , , ,4,3,1,2,1,1, , , , , , , , , , , , 
20575,5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,7,6,5,7,5,1,-9,7,7,1,1,1,1,1,1,7,7,1,5,3,4,1,3,1,1,4,2, ,1,1,5,50,0,0,0,0,2, , ,1, , ,1,3,1,-9,3,4,36,36,2,1,1,4,1,2,1,5,2,4,2,2,6,6,4,6,4,2,6,6,2, , , , , , ,1,2,2,2,1,1, , , , , , , , , , , , 
20584,1,5,2,4,4,3, , ,2,4,2,4,2, ,3,1,1,3,1, ,5,5,6,7,5,5,5,6,6,6,1,2,3,5,5,6,6,2,5,2,2,2,5,5,2,3,2,6,6,5,2,2,3,1,5,3,2,4,1,1,3,1,1,1,2,5,10,100,100,100,100,1,1,2, , , ,2,7,3,11,6,4,40,32,3,6,4,1,2,1,4,4,1,5,1,5,6,6,7,6,6,7,1,6,7,1,2,2,1,1,2, , , , , , , , , , , , , , , , , , 
20711,1,5,2,3,4,2, , ,1,2,2,3,2, ,3,1,1,2,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1, , , , , , , , , , , , ,6,1,1,4,1,1,4,1,1,1,1,5,50,50,50,0,50,1,1,3,1,3,1,2,6,2,9,5,4,32,32,3,8,3,1,3,1,3,3,1,3,1,3,4,4,4,7,5,1,1,4,4, , , , , , ,1,1,3,1,1,1,1,1,4,1,4,4,4,2,4,4,4,4
21052,1,6,2,5,4,3, , ,2,1,2,4,2, ,3,3,1,3,2,4,6,1,4,5,1,4,6,4,5,4,5,4,4,4,4,2,1,1,6,1,3,3, , , , , , , , , , , , ,4,1,1,3,1,1,4,2, ,1,1,5,5,99,99,0,99,1,2,5, , , ,2,13,1,-9,7,4,0,0,2,9,3,3,2,4,4,4,2,4,2,3, , , , , , , , , , , , , , , ,4,5,2,4,3,2,2,2,3,2,2,1,6,3,5,3,1,3
21140,1,4,2,3,3,2, , ,1,1,2,4,2, ,4,2,1,2,1,3,3,5,5,5,4,2,5,2,5,4,4,4,6,5,5,2,2,5,3,5,5,3, , , , , , , , , , , , ,3,4,2,4,4,1,4,2, ,1,1,5,0,95,90,5,95,1,-9,3,1,4,1,1,6,2,8,5,4,38,20,2,8,4,2,4,2,5,5,1,4,2,4,7,7,5,6,6,3,4,7,5, , , , , , ,4,5,2,3,1,2,4,4,3,3,4,4,5,5,3,3,3,3
21181,1,5,2,4,4,3, , ,-7,2,2,4,1,4,3,1,1,3,1,2,2,5,6,5,3,5,5,2,6,5,3,2,6,6,6,6,6,1,6,5,3,3, , , , , , , , , , , , ,6,2,2,3,1,1,3,1,2,1,2,5,50,90,80,50,85,1,2,3,1, , ,2,8,1,9,6,4,40,32,2,8,3,4,3,2,4,4,3,4,2,4,4,4,4,4,4,5,4,5,2, , , , , , ,1,1,5,4,1,1,3,2,3,2,5,3,5,4,2,2,2,2
21182,1,3,2,4,3,2, , ,2,2,2,3,1,4,3,1,1,1,1,7,7,4,4,7,4,1,4,7,6,5,4,4,7,4,4,7,1,2,6,3,1,-7,4,3,5,5,6,6,6,6,1,1,1,2,6,2,3,4,1,1,2,2, ,1,1,5,50,100,0,1,50,1,-9,3, , , ,1,7,4,8,3,1,38,12,1,9,5,1,3,1,5,5,1,5,1,5,4,4,7,7,5,1,1,1,1,1,5,3,3,2,2, , , , , , , , , , , , , , , , , , 
21342,1,5,2,4,2,2, , ,2,2,2,3,1,3,2,1,1,1,2,5,5,6,4,6,1,2,1,6,6,6,1,1,5,1,4,7,4,2,6,4,3,3, , , , , , , , , , , , ,6,3,4,3,2,1,4,1,1,1,1,5,50,100,100,0,100,1,3,2,2,3,1,2,10,3,9,4,4,40,20,2,3,4,3,4,4,4,4,3,4,3,3,7,7,7,7,7,6,3,6,5, , , , , , ,4,5,2,3,3,1,5,5,2,3,5,5,6,6,4,3,3,2
21424,1,4,2,4,3,2, , ,2,1,2,3,2, ,2,2,1,2,3,2,5,4,6,6,2,2,6,1,6,1,1,5,7,6,2,5,7,1,4,4,1,1, , , , , , , , , , , , ,3,3,4,3,1,1,3,2, ,3,1,4,60,99,50,0,99,1,1,3,2,3,1,2,11,2,7,5,4,40,16,1,1,2,1,4,2,4,4,2,3,2,4, , , , , , , , , , , , , , , ,4,5,1,2,2,2,2,2,5,4,5,1,4,4,5,5,5,5
21555,1,6,3,3,5,3, , ,2,1,2,4,1,5,-9,1,1,3,1,2,5,7,5,7,6,5,3,2,5,7,1,2,7,4,5,4,2,1,5,3,4,3, , , , , , , , , , , , ,5,4,4,1,1,1,4,1,3,1,1,3,60,98,50,5,100,1,1,3,1,3,1,2,7,5,11,6,4,40,20,2,6,2,1,3,2,5,4,1,3,2,4,7,5,7,5,4,3,2,2,4, , , , , , ,4,5,4,2,4,4,4,3,2,2,5,6,7,5,2,2,2,2
21555,2,6,3,3,5,3, , ,2,1,2,4,1,5,-9,1,1,3,1,2,5,6,6,6,6,3,3,2,4,6,1,2,7,4,5,5,4,1,6,1,3,3, , , , , , , , , , , , ,5,4,4,1,1,1,4,1,2,1,1,1,50,100,75,10,100,1,1,3,1,3,1,2,7,4,-9,6,4,40,20,1,6,4,4,2,1,3,5,4,5,1,3,7,7,7,7,7,4,2,6,6, , , , , , ,1,4,4,2,2,2,4,4,4,4,4,4,4,4,4,4,4,4
21594,2,4,2,4,4,1,1,3,-7,2,2,4,2, ,-9,1,1,4,1,4,6,5,6,5,6,3,3,5,6,4,3,5,6,5,6,7,7,1,7,1,2,-7, , , , , , , , , , , , ,6,2,1,3,1,1,2,1,1,3,1,4,30,50,20,10,80,1,-9,3,2,2,1,2,5,3,-9,6,4,36,25,2,1,3,2,3,2,2,3,2,3,1,4,7,5,5,6,4,2,3,4,6, , , , , , ,4,5,3,3,2,1,4,2,5,3,5,4,5,3,4,3,3,2
21665,1,4,2,3,4,1,2, ,2,3,2,3,2, ,3,4,2, ,3,1,4,5,4,6,3,3,5,1,6,4,1,1,5,5,4,3,7,1,5,3,3,3, , , , , , , , , , , , ,3,3,1,3,1,1,4,2, ,1,1,4,90,0,0,0,90,2, , ,1,3,1,2,8,2,-9,5,4,36,32,2,4,4,3,1,2,4,4,3,4,1,5,7,5,5,7,4,1,4,7,4, , , , , , ,4,5,1,2,3,1,4,6,4,2,4,5,1,1,4,5,4,4
21665,2,5,2,3,3,2, , ,2,2,2,4,2, ,4,2,1,1,1,1,1,6,4,5,2,4,5,1,5,4,1,1,5,5,4,4,3,2,2,2,2,1, , , , , , , , , , , , ,4,5,2,2,1,1,3,2, ,1,1,4,75,0,0,30,70,2, , ,1,4,1,1,9,2,10,4,4,40,30,2,4,4,2,4,2,4,4,1,3,1,5,6,7,5,6,6,6,4,7,5, , , , , , ,4,4,2,2,3,1,5,5,4,5,5,5,5,5,2,5,2,4
21719,1,3,2,2,3,2, , ,1,2,2,3,2, ,3,1,1,2,1,2,4,6,6,6,2,5,6,2,6,6,2,4,6,6,6,6,6,2,6,6,2,-7,6,6,2,2,4,3,6,6,2,2,2,2,5,5,4,3,1,1,4,2, ,1,1,4,75,75,0,0,100,1,1,5, , , ,3,8,3,8,5,3,40,20,2,6,3,1,2,1,4,4,1,2,1,5,7,7,7,7,7,2,4,7,2,1,3,5,1,2,2, , , , , , , , , , , , , , , , , , 
21735,1,4,3,3,3,2, , ,1,3,2,3,2, ,2,1,1,2,2,4,4,6,6,6,3,6,5,4,6,6,2,6,6,6,5,7,7,1,7,1,1,-7, , , , , , , , , , , , ,6,5,3,3,2,1,4,1,1,2,1,4,90,75,2,0,98,1,1,3,2,3,3,2,9,2,8,6,2,40,36,2,2,3,4,2,2,3,3,4,4,2,3,6,6,6,6,6,6,4,5,5, , , , , , ,1,5,3,2,2,1,6,5,3,3,4,5,5,4,3,3,3,4
21778,1,4,2,4,4,3, , ,2,2,2,4,1,4,2,1,1,1,1,4,5,5,6,7,5,3,6,5,6,6,2,6,6,5,5,5,5,3,5,5,5,4,6,5,3,5,5,5,5,5,5,3,4,5,5,3,3,4,1,1,3,1,1,1,4,1,60,80,0,0,90,1,2,3,2,4,2,3,10,2,9,6,4,28,0,2,5,4,4,2,4,3,3,4,2,3,3, , , , , , , , , ,4,3,2,1,3,2, , , , , , , , , , , , , , , , , , 
21778,2,4,2,4,2,2, , ,-7,2,2,3,2, ,3,2,2, ,2,1,4,3,4,4,1,4,4,1,4,4,1,4,4,1,1,6,6,1,6,1,1,-7,4,4,5,1,5,1,1,4,4,4,1,1,4,4,2,4,1,1,4,2, ,1,1,4,50,50,0,0,50,1,1,3,3,2,6,4,8,4,-9,5,4,50,20,2,2,4,1,4,4,3,5,2,3,1,5,3,3,1,6,1,1,1,1,1,1,5,1,3,4,4, , , , , , , , , , , , , , , , , , 
21847,1,4,2,3,2,2, , ,2,2,2,3,2, ,3,2,2, ,3,4,6,4,4,5,1,1,4,3,4,3,1,3,4,4,3,3,3,3,4,3,3,-7, , , , , , , , , , , , ,4,3,3,1,2,1,4,2, ,3,1,4,10,25,0,0,30,1,-9,3,2,2,1,2,10,2,-9,4,4,36,24,3,1,2,4,3,2,3,3,4,2,3,3, , , , , , , , , , , , , , , ,3,5,3,3,4,3,3,3,4,3,5,2,5,4,4,5,4,4
21847,2,4,2,3,2,2, , ,2,2,2,3,2, ,3,2,2, ,3,2,5,4,4,4,1,2,5,3,5,4,1,5,6,5,4,2,6,4,4,2,2,-7, , , , , , , , , , , , ,4,2,2,4,2,1,3,2, ,3,4,3,40,20,0,0,30,1,1,3,2,4,1,2,11,2,-9,3,5,0,0,2,9,4,1,2,1,4,4,1,5,1,4, , , , , , , , , , , , , , , ,4,5,5,4,3,3,4,2,5,5,3,2,2,2,6,6,6,2
21852,1,1,1,1,2,1,2, ,-7,4,2,1,2, ,2,1,2, ,2,1,7,6,7,7,1,5,6,7,6,6,1,5,7,5,6, , , , , , , ,5,2,6,2,5,6,6,5,6,3,5,3,6,5,3,5,1,1,2,2, ,1,2,4,75,1,1,1,20,1,-9,2, , , ,2,11,2,-9,5,5,40,20,2,1,4,1,5,1,4,5,2,4,1,5,2,1,6,6,2,7,5,1,1,1,2,3,4,2,2, , , , , , , , , , , , , , , , , , 
21997,1,4,-9,3,2,1,2, ,-7,2,2,2,2, ,3,-9,2, ,3,5,7,6,6,7,6,5,6,4,6,6,4,6,7,6,6,6,5,4,6,4,4,2, , , , , , , , , , , , ,6,2,3,4,1,1,3,2, ,3,1,4,20,50,0,0,50,1,-9,2,2,3,1,3,10,2,9,6,4,40,28,2,3,4,2,3,2,4,4,2,3,2,4, , , , , , , , , , , , , , , ,1,2,5,1,1,2,4,4,4,4,6,4,6,5,4,4,4,4
21997,2,4,2,3,2,1,2, ,-7,2,2,3,2, ,2,2,2, ,3,6,6,6,6,6,4,6,6,6,6,5,2,6,6,6,5,6,6,2,6,2,2,1, , , , , , , , , , , , ,6,4,3,4,1,1,3,2, ,3,1,4,10,70,20,0,90,1,-9,3,2,3,1,2,10,2,-9,4,4,40,25,3,8,3,3,3,2,3,3,3,3,2,3, , , , , , , , , , , , , , , ,4,5,1,1,1,1,5,5,3,3,5,2,2,4,2,5,4,4
22309,1,5,2,4,3,2, , ,2,3,2,2,2, ,2,1,2, ,2,5,7,7,5,7,5,5,7,5,7,7,1,5,7,5,4,7,7,1,7,1,1,-7,4,4,2,2,5,2,6,4,2,4,2,4,4,5,1,4,2,1,2,2, ,1,2,3,60,75,75,10,100,1,1,3,4, , ,2,9,4,9,7,4,40,32,1,1,3,2,1,4,5,5,1,4,2,4,7,7,5,7,2,1,5,7,2,3,4,1,2,4,4, , , , , , , , , , , , , , , , , , 
22342,1,4,2,3,4,3, , ,2,2,2,2,1,3,4,1,1,2,2,1,2,3,7,7,3,1,5,1,7,4,2,5,7,6,4,6,6,2,6,4,4,-7, , , , , , , , , , , , ,4,4,2,4,3,1,2,1,1,1,1,5,70,10,0,0,75,1,1,3,2,4,1,2,4,2,-9,5,4,40,40,2,6,3,3,4,2,5,5,2,4,1,4,6,4,4,5,5,2,4,5,1, , , , , , ,1,5,4,2,2,1,4,5,2,5,4,4,6,3,2,3,2,4
22422,1,5,2,4,2,2, , ,-7,1,2,1,1,4,3,1,1,3,1,1,4,6,6,4,1,3,6,1,6,6,2,2,6,5,5,1,2,1,6,4,3,-7,3,3,4,3,4,6,6,5,6,3,2,2,4,5,4,2,4,1,4,1,1,1,1,5,45,100,90,0,100,1,1,3, , , ,2,9,2,-9,5,4,40,20,1,8,4,4,2,2,4,4,4,3,2,2,7,6,7,6,6,3,2,3,5,1,2,5,1,1,2, , , , , , , , , , , , , , , , , , 
22468,1,4,2,3,3,2, , ,1,2,2,3,2, ,1,1,2, ,2,3,3,7,5,7,1,2,2,4,7,7,1,6,6,4,5,2,3,1,3,2,2,-7, , , , , , , , , , , , ,4,5,3,4,1,1,4,1,2,3,1,5,60,0,0,0,0,1,1,5,1,3,1,2,10,2,9,6,4,36,20,2,8,4,1,4,2,3,3,1,4,2,5, , , , , , , , , , , , , , , ,3,2,1,4,1,1,4,4,2,5,6,5,6,5,2,4,3,1
22468,2,3,2,3,3,2, , ,1,4,1,3,2, ,2,2,2, ,2,1,2,6,4,5,2,2,4,1,5,5,2,4,6,4,4,7,7,2,6,2,2,-7, , , , , , , , , , , , ,4,4,2,4,1,1,3,1,2,1,1,3,50,0,0,0,0,1,1,5,3,3,1,3,9,3,8,4,4,40,30,2,3,4,3,3,3,4,4,5,4,5,4,7,6,7,7,7,2,2,6,7, , , , , , ,1,3,3,2,3,3,4,4,3,3,3,3,5,5,5,5,5,5
22479,1,2,1,5,4,3, , ,2,4,1,4,2, ,5,1,1,2,1,1,1,1,7,4,1,1,1,1,1,1,1,1,7,1,7,4,4,4,4,7,1,-7,4,4,4,4,7,4,4,4,5,5,5,6,7,1,1,4,4,1,2,2, ,1,1,1,70,0,0,0,100,2, , , , , ,2,8,2,8,5,4,36,30,2,6,3,2,4,1,5,5,1,5,1,5,4,7,7,7,7,1,4,7,4,1,5,5,3,4,4, , , , , , , , , , , , , , , , , , 
22498,1,4,2,3,2,2, , ,2,3,2,3,2, ,-9,2,2, ,3,3,3,5,3,5,5,3,4,3,5,5,3,3,4,3,3,6,6,6,6,2,2,-7,5,3,5,4,4,4,5,3,3,5,5,4,4,5,4,2,1,1,1,1,1,1,1,3,90,90,30,10,100,1,1,3,1,1,1,2,6,4,8,5,4,55,20,1,1,3,2,2,2,4,5,2,4,2,4,6,6,6,6,6,2,2,2,6, , , , , , ,3,5,1,2,2,1, , , , , , , , , , , , 
22702,1,5,2,5,5,3, , ,2,2,2,2,1,4,2,2,1,4,2,1,1,6,4,6,4,4,5,1,5,4,1,1,5,4,4,7,5,1,6,4,4,1, , , , , , , , , , , , ,5,1,3,4,1,1,4,1,1,1,1,5,30,60,60,0,100,1,2,3,1,3,1,1,11,2,7,7,5,0,0,4,3,3,3,2,2,3,3,4,4,2,2, , , , , , , , , , , , , , , ,1,3,4,4,4,3,4,4,5,3,3,4,4,4,4,4,4,4
22702,2,5,2,5,5,1,1,3,2,1,2,4,2, ,2,1,1,5,1,3,4,4,4,4,4,2,4,3,5,5,1,3,6,5,5,6,3,1,5,1,3,1, , , , , , , , , , , , ,4,1,1,4,2,1,4,1,2,1,1,5,75,100,100,0,100,1,2,3,1,3,1,1,11,2,11,7,4,40,20,3,8,5,2,3,3,4,5,4,5,2,5, , , , , , , , , , , , , , , ,4,5,1,4,3,1,1,1,3,5,4,1,4,1,1,7,1,1
22768,1,-9, ,4,4,3, , ,-7,2,2,4,2, ,3,1,1,-9,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5, , , , , , , , , , , , , , , , , , , ,4,4,5,2,1,1,4,1,1,1,3,3,50,50,0,0,50,1,1,3,1,2,2,2,5,4,-9,6,4,40,20,3,6,4,1,3,1,4,4,1,4,1,4,6,6,6,6,5,2,4,6,3, , , , , , ,1,5,2,1,1,2,4,4,4,4,4,4,4,4,4,4,4,4
22891,2,5,2,3,3,3, , ,1,1,2,4,1,4,4,1,1,2,1,5,7,4,6,4,4,1,2,7,6,4,3,5,7,7,3,5,2,1,6,1,2,4,3,5,3,2,3,4,5,6,3,3,4,2,6,5,3,5,1,1,4,1,2,1,1,5,75,80,25,0,95,1,1,3,1,4,1,2,9,4,9,6,4,50,30,3,6,3,3,4,2,5,4,2,4,1,4,7,7,7,7,7,7,2,4,6, , , , , , ,3,5,1,1,3,3, , , , , , , , , , , , 
22935,1,5,3,4,5,3, , ,2,1,2,3,1,3,4,1,1,3,3,4,5,5,4,4,3,5,3,5,5,5,6,5,6,3,3,4,2,6,5,5,6,4,6,6,4,6,6,5,6,4,3,4,3,5,7,3,5,2,1,1,4,1,2,1,1,5,70,100,100,25,100,1,1,2,1,4,1,2,8,2,10,6,4,40,30,4,8,3,4,1,1,4,5,3,4,1,4,6,4,7,7,7,7,1,2,1,1,4,5,1,2,1, , , , , , , , , , , , , , , , , , 
23001,1,4,2,5,4,3, , ,-7,1,2,4,2, ,3,1,1,3,1,6,7,7,7,7,1,7,7,7,7,7,1,2,7,7,7,7,7,1,7,1,1,1, , , , , , , , , , , , ,6,1,3,3,1,1,3,1,3,1,1,1,40,100,20,0,100,1,3,2,1,4,1,2,13,2,-9,3,4,0,0,3,6,1,5,5,5,5,5,1,5,1,5, , , , , , , , , , , , , , , ,4,5,1,4,4,4,1,1,7,1,1,1,5,1,7,7,7,1
23107,1,3,2,4,4,2, , ,-7,1,2,3,2, ,3,1,1,2,1,4,6,4,6,6,4,1,4,6,7,4,1,5,6,6,4,6,4,1,6,2,4,3,2,1,6,3,5,3,6,6,6,5,6,4,6,2,2,5,4,1,4,2, ,1,3,1,40,80,20,0,95,2, , , , , ,2,13,2,-9,6,5,0,0,1,1,2,3,1,1,3,5,3,4,1,3,6,5,6,6,5,6,3,2,5,1,3,3,4,1,2, , , , , , , , , , , , , , , , , , 
23111,2,5,2,5,5,3, , ,-7,1,2,4,2, ,3,1,1,5,2,2,5,6,6,7,6,3,7,2,6,7,6,3,6,3,3,2,2,5,5,1,4,2,6,6,1,3,4,2,6,6,3,7,6,4,6,2,3,3,1,1,4,2, ,1,5,5,0,100,100,50,100,1,1,3, , , ,1,8,5,10,7,1,40,24,2,6,3,2,3,2,4,4,2,4,1,5,6,6,5,5,4,5,3,6,5,3,5,2,4,2,2, , , , , , , , , , , , , , , , , , 
23132,2,4,2,4,4,2, , ,2,4,2,3,1,3,2,1,1,1,2,3,4,6,4,5,3,2,3,3,4,6,2,2,5,3,5,4,6,2,3,2,3,-7,2,3,2,6,5,3,6,5,6,2,3,3,4,3,1,3,1,1,3,1,2,3,1,4,40,0,0,0,60,2, , ,1,3,1,2,5,4,7,4,4,40,30,2,1,3,4,3,1,3,3,2,3,3,4,5,6,3,7,2,2,5,7,1,1,3,4,4,2,2, , , , , , , , , , , , , , , , , , 
23197,1,3,2,2,2,1,2, ,2,3,2,3,2, ,4,1,2, ,2,5,6,6,6,7,4,5,4,6,6,7,4,4,7,5,7,6,5,3,6,4,4,3, , , , , , , , , , , , ,5,6,2,3,1,1,3,2, ,1,1,4,50,20,3,1,40,1,3,2,2,3,1,3,8,4,8,5,4,36,15,2,6,4,3,4,3,2,4,5,3,2,3,6,5,6,5,4,4,5,6,5, , , , , , ,3,3,2,3,2,2,6,7,6,4,4,7,6,6,3,6,4,4
23197,3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3,3,4,4,2,3,-7,5,3,6,2,2,2,3,5,6,6,6,6,3,4,2,3,1,2, ,2, ,3,1,1,50,0,0,0,0,2, , ,2, , ,3,1,3,-9,4,2,36,0,2,1,2,3,4,2,3,2,2,3,3,2, , , , , , , , , ,2,2,2,4,1,3, , , , , , , , , , , , , , , , , , 
23260,1,3,2,4,2,2, , ,-7,3,2,2,2, ,4,1,1,2,4,1,1,1,7,7,6,1,7,1,6,1,1,1,7,6,1,7,4,1,7,1,1,-7, , , , , , , , , , , , ,4,2,1,3,1,1,4,2, ,1,1,5,70,10,2,0,80,2, , , , , ,1,5,3,9,7,4,32,32,2,1,3,4,1,1,4,5,3,3,3,3,6,6,6,6,6,3,2,6,4, , , , , , ,3,3,4,2,2,3,3,2,6,6,6,2,5,3,3,3,6,3
23360,1,2,2,4,1,2, , ,2,4,2,2,1,3,4,1,2, ,4,1,1,4,4,4,1,4,6,1,5,5,1,1,5,3,5,6,6,5,6,1,1,2,4,2,3,3,4,4,5,3,6,2,2,2,5,4,3,3,2,1,3,1,1,3,1,4,75,50,50,0,50,2, , ,1,3,2,1,9,4,7,6,4,20,20,1,6,4,4,2,2,5,4,2,3,2,4, , , , , , , , , ,1,4,2,2,1,1, , , , , , , , , , , , , , , , , , 
23360,2,3,2,2,2,1,1,2,-7,4,2,2,1,3,3,2,2, ,3,2,2,6,6,6,6,6,6,2,6,6,4,2,6,4,6,6,6,2,6,4,2,-7,4,2,6,4,6,4,5,5,6,4,3,6,6,6,1,4,2,1,4,1,1,1,1,4,60,30,10,0,50,1,1,5,1,3,2,1,8,2,-9,4,4,36,24,2,6,4,4,2,3,2,2,4,3,2,3, , , , , , , , , ,1,4,1,1,3,2, , , , , , , , , , , , , , , , , , 
23664,2,5,2,4,5,3, , ,2,3,2,4,2, ,3,1,1,3,1,4,6,5,3,7,4,4,5,5,6,6,2,5,7,5,5,7,3,3,7,1,1,2,3,2,2,4,5,5,7,6,3,3,2,3,5,3,1,4,2,1,4,2, ,1,4,4,40,75,10,0,100,1,3,2, , , ,2,6,4,9,5,1,50,16,2,9,4,2,3,1,5,5,2,5,1,5,1,1,1,1,1,1,1,1,1,1,3,4,2,3,2, , , , , , , , , , , , , , , , , , 
23677,1,4,2,3,3,2, , ,-7,1,2,3,2, ,3,1,1,4,1,4,4,4,4,4,1,1,6,1,6,4,1,4,4,4,4,1,7,1,1,1,1,1, , , , , , , , , , , , ,4,1,1,5,1,1,4,1,1,1,1,5,100,0,100,0,100,1,1,3,1,3,1,2,13,2,-9,4,5,0,0,3,8,3,1,1,1,5,5,3,5,1,5, , , , , , , , , , , , , , , ,4,5,1,4,1,1,1,1,6,4,4,1,1,1,5,5,5,6
23758,2,-9, ,2,3,2, , ,2,3,2,3,2, ,4,2,2, ,4,4,6,6,5,7,3,5,6,5,6,6,2,7,7,6,6, , , , , , , , , , , , , , , , , , , ,4,2,2,4,1,1,2,1,1,3,1,3,100,90,90,0,90,1,1,3,1,2,1,2,10,2,-9,4,4,40,30,2,6,3,4,2,1,5,5,3,3,2,3,6,4,7,7,7,2,4,2,4, , , , , , ,4,2,3,4,2,4,5,4,4,5,5,3,5,4,4,3,4,4
23847,2,5,2,4,2,2, , ,2,1,2,3,2, ,2,1,1,2,1,1,5,5,7,7,5,1,7,1,7,5,1,5,7,7,5,7,7,1,7,4,1,1, , , , , , , , , , , , ,3,5,2,3,1,1,4,2, ,1,1,5,70,40,30,20,80,2, , ,1,3,1,1,5,2,9,6,4,40,40,2,6,4,1,2,1,5,4,1,4,1,5,7,7,5,7,5,3,4,5,4, , , , , , ,1,5,2,2,2,3,4,2,4,3,4,5,5,5,3,3,3,4
23953,1,3,2,3,4,1,2, ,-7,2,2,3,2, ,4,3,2, ,2,2,4,6,6,6,3,4,5,2,4,4,2,2,5,5,5,4,2,3,4,4,3,2,4,5,4,6,5,5,5,4,2,3,3,4,5,4,2,1,1,1,4,2, ,3,1,5,50,90,60,0,100,2, , , , , ,3,5,3,9,6,4,40,24,2,8,3,2,3,1,5,5,1,5,1,5,5,5,6,5,5,2,2,4,6,3,4,3,4,3,2, , , , , , , , , , , , , , , , , , 
